name,type,typeLocal,ref,substitutionGroup,substitutionGroupLocal,abstract,nillable,documentation
DocumentGroupID,niem-xs:string,string,,,,False,True,An identifier of a group to which a document belongs.
DocumentIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification that references a document.
DocumentInformationCutOffDate,nc:DateType,DateType,,,,False,True,A date after which contributions to the content of a document will no longer be accepted.
DocumentIntelligenceCategoryAbstract,,,,,,True,False,A data concept for a nature or genre of the resource.
DocumentIssuanceLocation,nc:LocationType,LocationType,,,,False,True,A location from which a document was issued.
DocumentIssueDate,nc:DateType,DateType,,,,False,True,"A date at which a document was issued and when appropriate, signed or otherwise authenticated."
DocumentKeywordAbstract,,,,,,True,False,A data concept for a significant word or phrase that describes the overall content of a document or its main topic.
DocumentKeywordText,nc:TextType,TextType,,nc:DocumentKeywordAbstract,DocumentKeywordAbstract,False,True,A significant word or phrase that describes the overall content of a document or its main topic.
DocumentLanguage,nc:LanguageType,LanguageType,,,,False,True,A language of the content of the resource.
DocumentLastModifiedDate,nc:DateType,DateType,,,,False,True,A date a document was last changed.
DocumentLocation,nc:LocationType,LocationType,,,,False,True,A location of a physical document.
DocumentLocationURI,niem-xs:anyURI,anyURI,,,,False,True,A location of an electronic representation of a document.
DocumentManagementCyclePeriodText,nc:TextType,TextType,,,,False,True,A review or update cycle period for a document.
DocumentMediaCategoryText,nc:TextType,TextType,,nc:DocumentFormatAbstract,DocumentFormatAbstract,False,True,"A kind of media type, also known as a MIME type, which indicates the nature and format of a document."
DocumentOtherRecipient,nc:EntityType,EntityType,,,,False,True,A name of additional addressees.
DocumentPermanentRecordIndicator,niem-xs:boolean,boolean,,,,False,True,True if a document is to be kept as a permanent record; false otherwise.
DocumentPhysicalMediumCategoryAbstract,,,,,,True,False,A data concept for a material or physical carrier for storing a document.
DocumentPhysicalMediumCategoryText,nc:TextType,TextType,,nc:DocumentPhysicalMediumCategoryAbstract,DocumentPhysicalMediumCategoryAbstract,False,True,A kind of class that describes the media format of a document.
DocumentPhysicalMediumText,nc:TextType,TextType,,,,False,True,A material or physical carrier for storing a document.
DocumentPostDate,nc:DateType,DateType,,,,False,True,A date a document is entered or posted to an information system or network; used when the date of posting is different from the date on which a document was officially filed.
DocumentPrivacyActIndicator,niem-xs:boolean,boolean,,,,False,True,True if a document is categorized as containing personal information subject to protection by the Privacy Act; false otherwise.
DocumentPublicationDate,nc:DateType,DateType,,,,False,True,A date of the first public dissemination of the content in any media.
DocumentReceivedDate,nc:DateType,DateType,,,,False,True,A date a transmitted document was received.
DocumentRecipient,nc:EntityType,EntityType,,,,False,True,An entity that is a target or intended recipient of a document.
DocumentRelatedResourceText,nc:TextType,TextType,,,,False,True,A reference to another document or resource related to the document.
DocumentRelationAbstract,,,,,,True,False,A data concept for a relationship between documents.
DocumentRelationText,nc:TextType,TextType,,nc:DocumentRelationAbstract,DocumentRelationAbstract,False,True,A relationship between documents.
DocumentRightsText,nc:TextType,TextType,,,,False,True,"A right held in and over the resource. Rights are the constraints applied to assure the protection of privacy or intellectual property, and any special restrictions, limitations or warning on using a shared resource."
DocumentSensitivityAbstract,,,,,,True,False,"A data concept for a characterization of the sensitivity, security, or privacy level of a document."
DocumentSensitivityText,nc:TextType,TextType,,nc:DocumentSensitivityAbstract,DocumentSensitivityAbstract,False,True,"A characterization of the sensitivity, security, or privacy level of a document."
DocumentSequenceID,niem-xs:string,string,,,,False,True,An identifier that determines the document order in a set of related documents.
DocumentSoftware,nc:SoftwareType,SoftwareType,,,,False,True,A name of a computer application used to process a document.
DocumentSource,nc:EntityType,EntityType,,,,False,True,An entity that was the source of a document.
DocumentSourceText,nc:TextType,TextType,,,,False,True,A source from which the content of a document is derived.
DocumentStatus,nc:StatusType,StatusType,,,,False,True,A status of a document.
DocumentStatusCategoryAbstract,,,,,,True,False,A data concept for a kind of status of a document.
DocumentSubjectAbstract,,,,,,True,False,A data concept for a subject code systems used and the appropriate subject code assigned to the document.
DocumentSubjectText,nc:TextType,TextType,,nc:DocumentSubjectAbstract,DocumentSubjectAbstract,False,True,A main topic of a document.
DocumentSubmissionAmount,nc:AmountType,AmountType,,,,False,True,A fee or price required to submit a document.
DocumentSubmitter,nc:EntityType,EntityType,,,,False,True,An entity responsible for making the resource available.
DocumentSummaryText,nc:TextType,TextType,,,,False,True,"A short description of the subject, content, and key points of a document."
DocumentSupplementalMarkingText,nc:TextType,TextType,,,,False,True,A marking made on a document that is not part of the original content and that was added after a document was finalized.
DocumentText,nc:TextType,TextType,,nc:DocumentContentAbstract,DocumentContentAbstract,False,True,A text or contents of a document.
DocumentTitleAlternativeText,nc:TextType,TextType,,,,False,True,A title used as a substitute or alternative to the formal title of a document.
DocumentTitleText,nc:TextType,TextType,,,,False,True,A name given to a document.
DocumentVitalIndicator,niem-xs:boolean,boolean,,,,False,True,True if a document is categorized as a vital record by the originating agency; false otherwise.
DoubleRangeAugmentationPoint,,,,,,True,False,An augmentation point for DoubleRangeType.
Drug,nc:DrugType,DrugType,,,,False,True,A legal or illegal substance that can be used as a medicine or a narcotic.
DrugAugmentationPoint,,,,,,True,False,An augmentation point for DrugType.
DrugClassScheduleAbstract,,,,,,True,False,A data concept for a class to which the Drug Enforcement Agency has assigned the product under the Controlled Substances A data concept for act of 1970.
DrugClassScheduleText,nc:TextType,TextType,,nc:DrugClassScheduleAbstract,DrugClassScheduleAbstract,False,True,A class to which the Drug Enforcement Agency (DEA) has assigned the product under the Controlled Substances Act of 1970.
DrugCoverageExceptionReasonText,nc:TextType,TextType,,,,False,True,A reason why a drug may be excluded from coverage by certain third-party programs.
DrugDaysSupplyQuantity,nc:QuantityType,QuantityType,,,,False,True,A number of days a quantity of the drug will cover if used as directed or intended.
DrugMeasure,nc:SubstanceMeasureType,SubstanceMeasureType,,,,False,True,A measurement of a quantity of drugs.
DrugStrengthText,nc:TextType,TextType,,,,False,True,A level of potency of a drug.
EducationAugmentationPoint,,,,,,True,False,An augmentation point for type nc:EducationType
EducationDescriptionText,nc:TextType,TextType,,,,False,True,A description of a person's educational background.
EducationInProgressIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person's formal education is still in progress; false otherwise.
EducationLevel,nc:EducationLevelType,EducationLevelType,,,,False,True,A highest level of education reached by a person.
EducationLevelAugmentationPoint,,,,,,True,False,An augmentation point for type nc:EducationLevelType
EducationLevelRepresentation,,,,,,True,False,A data concept for a representation of a level of education reached by a person.
EducationLevelText,nc:TextType,TextType,,nc:EducationLevelRepresentation,EducationLevelRepresentation,False,True,A level of education reached by a person.
EducationQualification,nc:EducationQualificationType,EducationQualificationType,,,,False,True,"A degree, certificate, credit, or other educational qualification obtained by a person."
EducationQualificationAugmentationPoint,,,,,,True,False,An augmentation point for type nc:EducationQualificationType
EducationQualificationDescriptionText,nc:TextType,TextType,,,,False,True,A description of an educational qualification.
EducationQualificationExpirationDate,nc:DateType,DateType,,,,False,True,A date on which an educational qualification becomes no longer valid.
EducationQualificationInstitution,nc:OrganizationType,OrganizationType,,,,False,True,"An organization such as a college, school, or certification body which issues a qualification to a person."
EducationQualificationIssuedDate,nc:DateType,DateType,,,,False,True,A date on which an educational qualification was issued.
EducationQualificationLevel,nc:EducationLevelType,EducationLevelType,,,,False,True,A level of education for the given qualification.
EducationQualificationRepresentation,,,,,,True,False,"A data concept for a representation of a degree, certificate, credit, or other educational qualification obtained by a person."
EducationQualificationText,nc:TextType,TextType,,nc:EducationQualificationRepresentation,EducationQualificationRepresentation,False,True,"A degree, certificate, credit, or other educational qualification obtained by a person."
EducationStatus,nc:StatusType,StatusType,,,,False,True,A status of a person's education.
EffectiveDate,nc:DateType,DateType,,,,False,True,A date that information take effect.
ElectronicAddress,nc:ElectronicAddressType,ElectronicAddressType,,,,False,True,"An address, ID, or Uniform Resource Locator (URL) that uniquely identifies a specific site on the Internet or another network."
ElectronicAddressAugmentationPoint,,,,,,True,False,An augmentation point for ElectronicAddressType.
ElectronicAddressDescriptionText,nc:TextType,TextType,,,,False,True,"A description of a network address, such as what the site is used for or a name of an online forum or group that is reached at the address."
ElectronicEquipment,nc:ItemType,ItemType,,,,False,True,An electronic device.
ElectronicInstrument,nc:ItemType,ItemType,,,,False,True,An electronic tool or instrument.
Email,nc:MessageType,MessageType,,,,False,True,An electronic form of communication that can be exchanged asynchronously.
Employee,nc:PersonType,PersonType,,,,False,True,A person who works for a business or a person.
EmployeeAssignmentAssociation,nc:EmploymentAssociationType,EmploymentAssociationType,,,,False,True,An association between an employee and a position or post for which that employee has been temporarily assigned to for some period of time.
EmployeeContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A means of contacting a person at work.
EmployeeFullTimeIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person has full-time employment; false otherwise.
EmployeeHoursDailyQuantity,nc:QuantityType,QuantityType,,,,False,True,A number of hours spent at workplace or working in a typical work day.
EmployeeHoursFixedIndicator,niem-xs:boolean,boolean,,,,False,True,True if the number of hours that employee works each week is fixed; false if the hours are flexible.
EmployeeHoursMonthlyQuantity,nc:QuantityType,QuantityType,,,,False,True,A typical number of hours spent at workplace or working in a typical month.
EmployeeHoursWeeklyQuantity,nc:QuantityType,QuantityType,,,,False,True,A number of hours spent at workplace or working in a typical week.
EmployeeID,niem-xs:string,string,,nc:SystemUserNameAbstract,SystemUserNameAbstract,False,True,An identifier for a person in the form of an employee id.
EmployeeIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An employment identification number assigned to a person.
EmployeeOccupationAbstract,,,,,,True,False,A data concept for a job of an employee.
EmployeeOccupationCategoryAbstract,,,,,,True,False,A data concept for a general kind of job of an employee.
EmployeeOccupationCategoryText,nc:TextType,TextType,,nc:EmployeeOccupationCategoryAbstract,EmployeeOccupationCategoryAbstract,False,True,A general kind of job of an employee.
EmployeeOccupationText,nc:TextType,TextType,,nc:EmployeeOccupationAbstract,EmployeeOccupationAbstract,False,True,A job of an employee.
EmployeePayAbstract,,,,,,True,False,A data concept for a monetary compensation a person receives for employment.
EmployeePayHourlyIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person is paid on an hourly basis; false if a person is salaried.
EmployeePosition,nc:EmploymentPositionType,EmploymentPositionType,,,,False,True,"A job, post, or group of duties and responsibilities performed by an employee."
EmployeeRankAbstract,,,,,,True,False,"A data concept for a rank, status, or promotion level of a person within an employment organization."
EmployeeRankText,nc:TextType,TextType,,nc:EmployeeRankAbstract,EmployeeRankAbstract,False,True,"A rank, status, or promotion level of a person within an employment organization."
EmployeeRegistrationAbstract,,,,,,True,False,A data concept for a registration of an employee.
EmployeeRegistrationIdentification,nc:IdentificationType,IdentificationType,,nc:EmployeeRegistrationAbstract,EmployeeRegistrationAbstract,False,True,An identification of a registration of an employee.
EmployeeSchedule,nc:ScheduleType,ScheduleType,,,,False,True,A plan for the days and hours that a person will work.
EmployeeScheduleFixedIndicator,niem-xs:boolean,boolean,,,,False,True,True if an employee's weekly scheduled hours are fixed; false if the scheduled hours are flexible.
EmployeeShiftAbstract,,,,,,True,False,A data concept for a set of hours or time frame during which a person usually works.
EmployeeShiftText,nc:TextType,TextType,,nc:EmployeeShiftAbstract,EmployeeShiftAbstract,False,True,A set of hours or time frame during which a person usually works.
EmployeeSupervisor,nc:PersonType,PersonType,,,,False,True,A person who oversees and manages an employee.
EmployeeSupervisorIndicator,niem-xs:boolean,boolean,,,,False,True,True if the employee is a supervisor; false otherwise.
Employer,nc:EmployerType,EmployerType,,,,False,True,An organization or person that employs a person.
EmployerAugmentationPoint,,,,,,True,False,An augmentation point for type nc:EmployerType
EmploymentAssociationAugmentationPoint,,,,,,True,False,An augmentation point for EmploymentAssociationType.
EmploymentLengthAbstract,,,,,,True,False,A data concept for an amount of time an employment as lasted.
EmploymentLengthDuration,niem-xs:duration,duration,,nc:EmploymentLengthAbstract,EmploymentLengthAbstract,False,True,A duration over which the given employment has lasted.
EmploymentLocation,nc:LocationType,LocationType,,,,False,True,A location where a person works.
EmploymentPayRateAmount,nc:AmountType,AmountType,,nc:EmployeePayAbstract,EmployeePayAbstract,False,True,A monetary compensation a person receives for employment.
EmploymentPosition,nc:EmploymentPositionType,EmploymentPositionType,,,,False,True,"A job, post, or group of duties and responsibilities."
EmploymentPositionAbstract,,,,,,True,False,A data concept for a job name or title of an employment position.
EmploymentPositionAugmentationPoint,,,,,,True,False,An augmentation point for type nc:EmploymentPositionType
EmploymentPositionBargainingExclusionAbstract,,,,,,True,False,A data concept identifying a kind of position excluded from a bargaining unit.
EmploymentPositionBargainingUnitAbstract,,,,,,True,False,A data concept for a bargaining unit representing an employment position.
EmploymentPositionBargainingUnitText,nc:TextType,TextType,,nc:EmploymentPositionBargainingUnitAbstract,EmploymentPositionBargainingUnitAbstract,False,True,A bargaining unit representing an employment position.
EmploymentPositionBasisAbstract,,,,,,True,False,"A data concept for a nature or duration of the position, such as permanent, non-permanent, or contractor."
EmploymentPositionBasisCode,nc:EmploymentPositionBasisCodeType,EmploymentPositionBasisCodeType,,nc:EmploymentPositionBasisAbstract,EmploymentPositionBasisAbstract,False,True,"A nature or duration of the position, such as permanent, non-permanent, or contractor."
EmploymentPositionBasisText,nc:TextType,TextType,,nc:EmploymentPositionBasisAbstract,EmploymentPositionBasisAbstract,False,True,"A nature or duration of the position, such as permanent, non-permanent, or contractor."
EmploymentPositionDepartmentName,nc:TextType,TextType,,,,False,True,A name of a department or other business unit associated with a job position.
EmploymentPositionDutyText,nc:TextType,TextType,,,,False,True,A job duty that will be performed for an employment position.
EmploymentPositionEssentialIndicator,niem-xs:boolean,boolean,,,,False,True,True if the employment position is deemed to perform an essential service; false otherwise.
EmploymentPositionEssentialLanguage,nc:LanguageType,LanguageType,,,,False,True,A language required for an employment position.
EmploymentPositionIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of an employment position.
EmploymentPositionLocation,nc:LocationType,LocationType,,,,False,True,A location for an employment position.
EmploymentPositionName,nc:TextType,TextType,,nc:EmploymentPositionAbstract,EmploymentPositionAbstract,False,True,A job name or title of an employment position.
EmploymentPositionOrganizationAssociation,nc:EmploymentPositionOrganizationAssociationType,EmploymentPositionOrganizationAssociationType,,,,False,True,An association between an employee position and an organization.
EmploymentPositionOrganizationAssociationAugmentationPoint,,,,,,True,False,An augmentation point for type nc:EmploymentPositionOrganizationAssociationType
EmploymentPositionRequiredEducationAbstract,,,,,,True,False,A data concept for a kind of educational level or certification required for an employment position.
EmploymentPositionRequiredEducationText,nc:TextType,TextType,,nc:EmploymentPositionRequiredEducationAbstract,EmploymentPositionRequiredEducationAbstract,False,True,A kind of educational level or certification required for an employment position.
EmploymentPositionRequiredJobSkillAbstract,,,,,,True,False,A data concept for a job skill that is required for this position.
EmploymentPositionRequiredJobSkillText,nc:TextType,TextType,,nc:EmploymentPositionRequiredJobSkillAbstract,EmploymentPositionRequiredJobSkillAbstract,False,True,A job skill that is required for this position.
EmploymentPositionSecurityClearanceLevelAbstract,,,,,,True,False,A data concept for a security clearance level required for an employment position.
EmploymentPositionSupervisoryPosition,nc:EmploymentPositionType,EmploymentPositionType,,,,False,True,A position responsible for supervising or managing this position.
EmploymentPositionTemporaryIndicator,niem-xs:boolean,boolean,,,,False,True,True if the position is temporary in nature; false if it is permanent.
EmploymentStatus,nc:StatusType,StatusType,,,,False,True,A status of employment for a person.
EmptyReasonAbstract,,,,,,True,False,A data concept for a reason why a data value was not provided.
EmptyReasonCode,nc:EmptyReasonCodeType,EmptyReasonCodeType,,nc:EmptyReasonAbstract,EmptyReasonAbstract,False,True,A reason why a data value was not provided.
EmptyReasonDescriptionText,nc:TextType,TextType,,,,False,True,A description for why a data value was not provided.
EmptyReasonText,nc:TextType,TextType,,nc:EmptyReasonAbstract,EmptyReasonAbstract,False,True,A reason why a data value was not provided.
EncounterCategoryAbstract,,,,,,True,False,A data concept for a kind of encounter.
EncounterCategoryText,nc:TextType,TextType,,nc:EncounterCategoryAbstract,EncounterCategoryAbstract,False,True,A kind of encounter.
EncounterClassification,nc:EncounterClassificationType,EncounterClassificationType,,,,False,True,A classification of encounter.
EncounterClassificationAugmentationPoint,,,,,,True,False,An augmentation point for EncounterClassificationType.
EncounterCommentText,nc:TextType,TextType,,,,False,True,A comment related to the encounter.
EndDate,nc:DateType,DateType,,,,False,True,An end date.
EndTime,niem-xs:time,time,,,,False,True,An end time.
Entity,nc:EntityType,EntityType,,,,False,True,"A person, organization, or item."
EntityAugmentationPoint,,,,,,True,False,An augmentation point for EntityType.
EntityContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A set of contact information for an entity.
EntityDescriptionText,nc:TextType,TextType,,,,False,True,A description of an entity.
EntityItem,nc:ItemType,ItemType,,nc:EntityRepresentation,EntityRepresentation,False,True,An item capable of bearing legal rights and responsibilities.
EntityLegalIndicator,niem-xs:boolean,boolean,,,,False,True,True if an entity is capable of bearing legal rights and responsibilities; false otherwise.
EntityName,nc:TextType,TextType,,,,False,True,A name of an entity.
EntityOrganization,nc:OrganizationType,OrganizationType,,nc:EntityRepresentation,EntityRepresentation,False,True,An organization capable of bearing legal rights and responsibilities.
EntityPerson,nc:PersonType,PersonType,,nc:EntityRepresentation,EntityRepresentation,False,True,A person capable of bearing legal rights and responsibilities.
EntityRepresentation,,,,,,True,False,A data concept for a representation of an entity.
Equipment,nc:EquipmentType,EquipmentType,,,,False,True,A tangible property (other than land or buildings) of more or less durable nature which is useful in carrying on the operations of a business.
EquipmentAugmentationPoint,,,,,,True,False,An augmentation point for EquipmentType.
EquipmentIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of a piece of equipment.
EquipmentName,niem-xs:string,string,,,,False,True,A name of a piece of equipment.
ExpirationDate,nc:DateType,DateType,,,,False,True,A date after which information is no longer valid.
Facility,nc:FacilityType,FacilityType,,,,False,True,"A single or set of buildings, places, or structures that together provide a particular service."
FacilityAssociation,nc:FacilityAssociationType,FacilityAssociationType,,,,False,True,An association between facilities.
FacilityAssociationAugmentationPoint,,,,,,True,False,An augmentation point for FacilityAssociationType.
FacilityAugmentationPoint,,,,,,True,False,An augmentation point for FacilityType.
FacilityCapacityDescriptionText,nc:TextType,TextType,,,,False,True,A description of the number of people a facility can manage at a time.
FacilityCapacityQuantity,niem-xs:nonNegativeInteger,nonNegativeInteger,,,,False,True,A number of people a facility can manage at a time.
FacilityCategory,nc:FacilityFunctionType,FacilityFunctionType,,,,False,True,A category of facility.
FacilityContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A method of contact for a facility.
FacilityContainsItem,nc:ItemType,ItemType,,,,False,True,An item contained by a facility.
FacilityDescriptionText,nc:TextType,TextType,,,,False,True,A description of a facility.
FacilityDocumentAssociation,nc:FacilityDocumentAssociationType,FacilityDocumentAssociationType,,,,False,True,An association between a facility and a document.
FacilityDocumentAssociationAugmentationPoint,,,,,,True,False,An augmentation point for FacilityDocumentAssociationType.
FacilityFunctionAbstract,,,,,,True,False,A data concept for a purpose or use of a facility.
FacilityFunctionAugmentationPoint,,,,,,True,False,An augmentation point for type nc:FacilityFunctionType
FacilityFunctionText,nc:TextType,TextType,,nc:FacilityFunctionAbstract,FacilityFunctionAbstract,False,True,A purpose or use of a facility.
FacilityIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification assigned to a facility.
FacilityImageAssociation,nc:FacilityImageAssociationType,FacilityImageAssociationType,,,,False,True,An association between a facility and an image.
FacilityImageAssociationAugmentationPoint,,,,,,True,False,An augmentation point for FacilityImageAssociationType.
FacilityLocation,nc:LocationType,LocationType,,,,False,True,A location of a facility.
FacilityMaxOccupancyQuantity,niem-xs:nonNegativeInteger,nonNegativeInteger,,,,False,True,A maximum number of people that are authorized by permit to be contained in a facility at the same time.
FacilityMemberCategoryText,nc:TextType,TextType,,,,False,True,A kind of occupant a facility manages.
FacilityName,nc:ProperNameTextType,ProperNameTextType,,,,False,True,A name of a facility.
FacilityOperatingSchedule,nc:ScheduleType,ScheduleType,,,,False,True,"A schedule providing the beginning and ending hours of operation by weekday, for a designated time period."
FacilityOperationalStatus,nc:StatusType,StatusType,,,,False,True,An operational status of a facility.
FacilityPersonAssociation,nc:FacilityPersonAssociationType,FacilityPersonAssociationType,,,,False,True,An association between a facility and a person.
FacilityPersonAssociationAugmentationPoint,,,,,,True,False,An augmentation point for FacilityPersonAssociationType.
FacilitySecurityLevelAbstract,,,,,,True,False,A data concept for a level of security at which a facility operates.
FacilitySecurityLevelText,nc:TextType,TextType,,nc:FacilitySecurityLevelAbstract,FacilitySecurityLevelAbstract,False,True,A level of security at which a facility operates.
FacilitySiteAssociation,nc:FacilitySiteAssociationType,FacilitySiteAssociationType,,,,False,True,An association between a facility and a site.
FacilitySiteAssociationAugmentationPoint,,,,,,True,False,An augmentation point for nc:FacilitySiteAssociationType.
FacilitySiteDiagram,nc:ImageType,ImageType,,,,False,True,A diagram of the layout of a facility.
FacilitySubFacilityAssociation,nc:FacilitySubFacilityAssociationType,FacilitySubFacilityAssociationType,,,,False,True,An association between a facility and its sub-facility.
FacilitySubFacilityAssociationAugmentationPoint,,,,,,True,False,An augmentation point for FacilitySubFacilityAssociationType.
FacilitySystemIdentification,nc:SystemIdentificationType,SystemIdentificationType,,,,False,True,An identification of a computing system that supports a facility's activities.
FacilitySystemIPAddressID,niem-xs:string,string,,,,False,True,An IP address of a computing system that supports a facility's activities.
FacilityUsage,nc:FacilityFunctionType,FacilityFunctionType,,,,False,True,A functional usage of a facility.
Fee,nc:ObligationType,ObligationType,,,,False,True,An amount of money charged.
FinancialAccount,nc:FinancialAccountType,FinancialAccountType,,,,False,True,A financial account maintained by a financial institution.
FinancialAccountAugmentationPoint,,,,,,True,False,An augmentation point for FinancialAccountType.
FinancialAccountCategoryText,nc:TextType,TextType,,,,False,True,A kind of account or financial service maintained by a financial institution.
FinancialAccountClosedIndicator,niem-xs:boolean,boolean,,,,False,True,True if the account was closed or transferred in its entirety during the calendar year; false otherwise.
FinancialAccountHolder,nc:FinancialAccountHolderType,FinancialAccountHolderType,,,,False,True,An entity that holds a financial account.
FinancialAccountHolderAugmentationPoint,,,,,,True,False,An augmentation point for type nc:FinancialAccountHolderType
FinancialAccountHolderCode,nc:FinancialAccountHolderCodeType,FinancialAccountHolderCodeType,,,,False,True,A kind of financial account holder.
FinancialAccountListedName,nc:TextType,TextType,,,,False,True,A name of a person or organization appearing on a financial account.
FinancialAccountNumberCategoryCode,nc:FinancialAccountNumberCategoryCodeType,FinancialAccountNumberCategoryCodeType,,nc:IdentificationCategoryAbstract,IdentificationCategoryAbstract,False,True,A kind of financial account number.
FinancialAccountNumberID,niem-xs:string,string,,,,False,True,An identifier assigned to a type of financial account.
FinancialAccountPresentBalanceAmount,nc:AmountType,AmountType,,,,False,True,An account balance at the time of financial compilation.
FinancialObligationExemptionAmount,nc:AmountType,AmountType,,,,False,True,An amount of an exemption from a payment obligation.
FingerprintTakenIndicator,niem-xs:boolean,boolean,,,,False,True,True if a fingerprint biometric was taken; false otherwise.
FiscalYearDate,nc:FiscalYearDateType,FiscalYearDateType,,nc:DateRepresentation,DateRepresentation,False,True,A year of a twelve month period that does not necessarily correspond to the calendar year.
FullTelephoneNumber,nc:FullTelephoneNumberType,FullTelephoneNumberType,,nc:TelephoneNumberAbstract,TelephoneNumberAbstract,False,True,A full telephone number.
FullTelephoneNumberAugmentationPoint,,,,,,True,False,An augmentation point for FullTelephoneNumberType.
GenericEntity,nc:GenericEntityType,GenericEntityType,,nc:EntityRepresentation,EntityRepresentation,False,True,A basic set of information about a person or an organization.
GenericEntityAugmentationPoint,,,,,,True,False,An augmentation point for type nc:GenericEntityType
GeographicCoordinateLatitude,nc:LatitudeCoordinateType,LatitudeCoordinateType,,,,False,True,A measurement of the angular distance between a point on the Earth and the Equator.
GeographicCoordinateLongitude,nc:LongitudeCoordinateType,LongitudeCoordinateType,,,,False,True,A measurement of the angular distance between a point on the Earth and the Prime Meridian.
GeographicDatumAbstract,,,,,,True,False,A data concept for a spatial reference system.
GeographicDatumText,nc:TextType,TextType,,nc:GeographicDatumAbstract,GeographicDatumAbstract,False,True,A spatial reference system.
HazardousMaterial,nc:SubstanceType,SubstanceType,,,,False,True,A substance which can cause harm.
HazmatAbstract,,,,,,True,False,A data concept for a hazardous material.
HazmatCodeText,nc:TextType,TextType,,nc:HazmatAbstract,HazmatAbstract,False,True,A hazardous material.
HexBinaryObject,niem-xs:hexBinary,hexBinary,,nc:BinaryObjectAbstract,BinaryObjectAbstract,False,True,A hexadecimal binary encoding of data.
Highway,nc:HighwayType,HighwayType,,,,False,True,A major public road.
HighwayAugmentationPoint,,,,,,True,False,An augmentation point for HighwayType.
HighwayFullText,nc:TextType,TextType,,,,False,True,A complete reference to a highway.
HighwayID,niem-xs:string,string,,,,False,True,An identifier of a highway.
HighwayName,nc:TextType,TextType,,,,False,True,A name of a highway.
HighwayPositionText,nc:TextType,TextType,,,,False,True,A designation of a specific place on a highway.
Identification,nc:IdentificationType,IdentificationType,,,,False,True,An identification to represent an identity.
IdentificationAugmentationPoint,,,,,,True,False,An augmentation point for IdentificationType.
IdentificationCardDesignRevisionDate,nc:DateType,DateType,,,,False,True,An implementation date of the most recent version or modification to the visible design of a license or ID card.
IdentificationCategoryAbstract,,,,,,True,False,A data concept for a kind of identification.
IdentificationCategoryDescriptionText,nc:TextType,TextType,,,,False,True,A description of a kind of identification.
IdentificationCategoryText,nc:TextType,TextType,,nc:IdentificationCategoryAbstract,IdentificationCategoryAbstract,False,True,A kind of identification.
IdentificationEffectiveDate,nc:DateType,DateType,,,,False,True,A date an identification takes effect.
IdentificationElectronicIndicator,niem-xs:boolean,boolean,,,,False,True,True if an identification document is RFID enabled; false otherwise.
IdentificationExpirationDate,nc:DateType,DateType,,,,False,True,A date after which an identification is no longer valid.
IdentificationID,niem-xs:string,string,,,,False,True,An identifier.
IdentificationIssueDate,nc:DateType,DateType,,,,False,True,A date when an identification is issued or renewed.
IdentificationIssuerAdministrativeID,niem-xs:string,string,,,,False,True,"An identifier, such as an audit control number, assigned by the issuing authority of the identification."
IdentificationIssuerComment,nc:CommentType,CommentType,,,,False,True,A comment or remark made about an identification by the issuing authority.
IdentificationIssuerCountry,nc:CountryType,CountryType,,,,False,True,A country which issued an identification.
IdentificationIssuerLocalityText,nc:TextType,TextType,,,,False,True,A locality or other subdivision of a state which issued an identification.
IdentificationIssuerLocation,nc:LocationType,LocationType,,,,False,True,A location of an issuer of an identification.
IdentificationIssuerOrganization,nc:OrganizationType,OrganizationType,,,,False,True,An organization that issued an identification.
IdentificationIssuerState,nc:StateType,StateType,,,,False,True,A state which issued an identification.
IdentificationIssuerSymbolImage,nc:ImageType,ImageType,,,,False,True,A binary image of the symbol or logo of the organization that issued the identification.
IdentificationIssuerText,nc:TextType,TextType,,,,False,True,"A person, organization, or locale which issues an identification."
IdentificationJurisdiction,nc:JurisdictionType,JurisdictionType,,,,False,True,"An area, region, or unit where a unique identification is issued."
IdentificationLimitedTermIndicator,niem-xs:boolean,boolean,,,,False,True,"True if a license or identification card is classified by DHS or other agency regulations as a temporary or limited-term document (e.g., the expiration date of the card is limited to the duration of an aliens legal stay in the U.S.); false otherwise."
IdentificationPerson,nc:PersonType,PersonType,,,,False,True,"A set of characteristics captured about a person for an identification. These characteristics may be accurate, out of date, verified, or self-asserted."
IdentificationREALIDComplianceAbstract,,,,,,True,False,A data concept for an indication of the degree to which a driver license or ID Card is compliant with the REAL ID A data concept for act.
IdentificationSealImage,nc:ImageType,ImageType,,,,False,True,An image of a seal or stamp of the identification issuer.
IdentificationSignatureAuthorityName,nc:TextType,TextType,,,,False,True,A name of the signature authority on an identification document.
IdentificationStatus,nc:StatusType,StatusType,,,,False,True,A status of an identification.
