name,type,typeLocal,ref,substitutionGroup,substitutionGroupLocal,abstract,nillable,documentation
OrganizationOtherIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An alternate identification assigned to an organization.
OrganizationParentAbstract,,,,,,True,False,"A data concept for an entity that owns, controls, or operates the organization."
OrganizationParentAffiliate,nc:OrganizationType,OrganizationType,,nc:OrganizationParentAbstract,OrganizationParentAbstract,False,True,"An affiliate organization that owns, controls, or operates the organization."
OrganizationParentAssociation,nc:OrganizationUnitAssociationType,OrganizationUnitAssociationType,,,,False,True,"An association between an organization and an entity that owns, controls, or operates it."
OrganizationParentOrganization,nc:OrganizationType,OrganizationType,,nc:OrganizationParentAbstract,OrganizationParentAbstract,False,True,"An organization that owns, controls, or operates the organization."
OrganizationPrimaryContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A preferred means of contacting an organization.
OrganizationPrincipalOfficial,nc:PersonType,PersonType,,,,False,True,A chief or high ranking executive of an organization.
OrganizationPrincipalOfficialAssociation,nc:PersonOrganizationAssociationType,PersonOrganizationAssociationType,,,,False,True,An association between an organization and its principal official.
OrganizationServiceHoursAbstract,,,,,,True,False,A data concept for an availability of an organization.
OrganizationServiceHoursText,nc:TextType,TextType,,nc:OrganizationServiceHoursAbstract,OrganizationServiceHoursAbstract,False,True,A availability of an organization.
OrganizationSizeAbstract,,,,,,True,False,A data concept for a size of an organization.
OrganizationSizeText,nc:TextType,TextType,,nc:OrganizationSizeAbstract,OrganizationSizeAbstract,False,True,A size of an organization.
OrganizationStatus,nc:StatusType,StatusType,,,,False,True,A status of an organization.
OrganizationSubsidiaryAssociation,nc:OrganizationUnitAssociationType,OrganizationUnitAssociationType,,,,False,True,An association between an organization and its subsidiary organization.
OrganizationSubUnit,nc:OrganizationType,OrganizationType,,,,False,True,A division of an organization.
OrganizationSubUnitName,nc:TextType,TextType,,,,False,True,A name of a subdivision of an organization.
OrganizationSupervisesFacilityAssociation,nc:OrganizationFacilityAssociationType,OrganizationFacilityAssociationType,,nc:OrganizationFacilityAssociation,OrganizationFacilityAssociation,False,True,An association between a facility and an organization that supervises that facility.
OrganizationTaxIdentification,nc:IdentificationType,IdentificationType,,,,False,True,A tax identification assigned to an organization.
OrganizationTerminationDate,nc:DateType,DateType,,,,False,True,A date an organization went out of business.
OrganizationUnit,nc:OrganizationType,OrganizationType,,,,False,True,A unit of an organization.
OrganizationUnitAssociationAugmentationPoint,,,,,,True,False,An augmentation point for OrganizationUnitAssociationType.
OrganizationUnitName,nc:TextType,TextType,,,,False,True,A name of a high-level division of an organization.
OrganizationValidDate,nc:DateType,DateType,,,,False,True,A date to which the organizational unit is valid.
Orientation,nc:OrientationType,OrientationType,,,,False,True,"A set of angles of rotation about the principle axes (normal, lateral, longitudinal) of a thing, relative to true north and the horizontal plane, measured in degrees."
OrientationAugmentationPoint,,,,,,True,False,An augmentation point for OrientationType
ParentFacility,nc:FacilityType,FacilityType,,,,False,True,A facility that contains another facility.
Passport,nc:PassportType,PassportType,,,,False,True,A government-issued document that authenticates the identity and citizenship of a person.
PassportAugmentationPoint,,,,,,True,False,An augmentation point for PassportType.
PassportBookIdentification,nc:IdentificationType,IdentificationType,,,,False,True,A unique identification assigned to a passport document.
PassportCategoryAbstract,,,,,,True,False,A data concept for a kind of passport.
PassportCategoryCode,nc:PassportCategoryCodeType,PassportCategoryCodeType,,nc:PassportCategoryAbstract,PassportCategoryAbstract,False,True,A kind of passport.
PassportCategoryText,nc:TextType,TextType,,nc:PassportCategoryAbstract,PassportCategoryAbstract,False,True,A kind of passport.
PassportNumberIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of a passport.
PassportTransmissionTrackingID,niem-xs:string,string,,,,False,True,An identifier assigned to the electronic record transmitted from Dept. of State.
PatientMedicalFacility,nc:OrganizationType,OrganizationType,,,,False,True,A medical facility receiving patient.
Payment,nc:PaymentType,PaymentType,,,,False,True,A monetary payment.
PaymentAmount,nc:AmountType,AmountType,,,,False,True,An amount of money paid.
PaymentAugmentationPoint,,,,,,True,False,An augmentation point for type nc:PaymentType
PaymentMethodAbstract,,,,,,True,False,A data concept for a specific method of payment.
PaymentMethodCode,nc:PaymentMethodCodeType,PaymentMethodCodeType,,nc:PaymentMethodAbstract,PaymentMethodAbstract,False,True,A specific method of payment.
PaymentMethodText,nc:TextType,TextType,,nc:PaymentMethodAbstract,PaymentMethodAbstract,False,True,A specific method of payment.
Percent,nc:PercentType,PercentType,,,,False,True,"A ratio, proper fraction, or percentage, with 100% represented as the value 100."
Permit,nc:PermitType,PermitType,,,,False,True,A permit or official document giving a person or entity authorization to do something.
PermitAugmentationPoint,,,,,,True,False,An augmentation point for PermitType
PermitCategoryAbstract,,,,,,True,False,A data concept for a kind of permit.
PermitCategoryText,nc:TextType,TextType,,nc:PermitCategoryAbstract,PermitCategoryAbstract,False,True,A kind of permit.
PermitIdentification,nc:IdentificationType,IdentificationType,,,,False,True,A permit identification.
PermitRenewalDate,nc:DateType,DateType,,,,False,True,A date on which a permit must be renewed.
PermitStartDate,nc:DateType,DateType,,,,False,True,A date on which a permit was issued or renewed.
PermitUsageAbstract,,,,,,True,False,A data concept for a usage allowed by a permit.
PermitUsageText,nc:TextType,TextType,,nc:PermitUsageAbstract,PermitUsageAbstract,False,True,A usage allowed by a permit.
Person,nc:PersonType,PersonType,,,,False,True,A human being.
PersonAccentText,nc:TextType,TextType,,,,False,True,A manner of pronunciation; a way of pronouncing words that may indicate the place of origin or social background of the speaker.
PersonAgeDescriptionText,nc:TextType,TextType,,,,False,True,A general description of the age of a person.
PersonAgeMeasure,nc:TimeMeasureType,TimeMeasureType,,,,False,True,A measurement of the age of a person.
PersonAliasIdentityAssociation,nc:PersonIdentityAssociationType,PersonIdentityAssociationType,,,,False,True,An association between a person and an alias identity used by that person.
PersonArmedIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person of interest was armed at the time of encounter; false otherwise.
PersonAssaultedOfficerIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person of interest assaulted an enforcement officer during an encounter; false otherwise.
PersonAssignedUnitAssociation,nc:PersonOrganizationAssociationType,PersonOrganizationAssociationType,,,,False,True,An association between a person and a unit to which that person is assigned.
PersonAssociation,nc:PersonAssociationType,PersonAssociationType,,,,False,True,An association between people.
PersonAssociationAugmentationPoint,,,,,,True,False,An augmentation point for PersonAssociationType.
PersonAugmentationPoint,,,,,,True,False,An augmentation point for PersonType.
PersonBirthDate,nc:DateType,DateType,,,,False,True,A date a person was born.
PersonBirthLocation,nc:LocationType,LocationType,,,,False,True,A location where a person was born.
PersonBloodTypeAbstract,,,,,,True,False,A data concept for a blood group and RH factor of a person.
PersonBloodTypeText,nc:TextType,TextType,,nc:PersonBloodTypeAbstract,PersonBloodTypeAbstract,False,True,A blood group and RH factor of a person.
PersonBodyXRaysAvailableAbstract,,,,,,True,False,A data concept for the availability of an X-ray for a specific body part for a person.
PersonBodyXRaysAvailableText,nc:TextType,TextType,,nc:PersonBodyXRaysAvailableAbstract,PersonBodyXRaysAvailableAbstract,False,True,An X-ray of a body part available for a person.
PersonBuildAbstract,,,,,,True,False,A data concept for a person's physique or body shape.
PersonBuildText,nc:TextType,TextType,,nc:PersonBuildAbstract,PersonBuildAbstract,False,True,A person's physique or body shape.
PersonCapability,nc:CapabilityType,CapabilityType,,,,False,True,A capacity or ability of a person.
PersonCircumcisionIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person is circumcised; false otherwise.
PersonCitizenship,nc:PersonCitizenshipType,PersonCitizenshipType,,,,False,True,"A person's position or status with a country that assigns rights, duties, and privileges because of the birth or naturalization of the person in that country."
PersonCitizenshipAugmentationPoint,,,,,,True,False,An augmentation point for type nc:PersonCitizenshipType
PersonCitizenshipCategoryAbstract,,,,,,True,False,A data concept for a kind of citizenship granted to a person by a country.
PersonCitizenshipCategoryText,nc:TextType,TextType,,nc:PersonCitizenshipCategoryAbstract,PersonCitizenshipCategoryAbstract,False,True,A kind of citizenship granted to a person by a country.
PersonCitizenshipCountry,nc:CountryType,CountryType,,,,False,True,"A country that assigns rights, duties, and privileges to a person because of the birth or naturalization of the person in that country."
PersonCitizenshipStatus,nc:StatusType,StatusType,,,,False,True,A status of a person's citizenship in a country.
PersonComplexionAbstract,,,,,,True,False,A data concept for an appearance or condition of the skin of a person.
PersonComplexionText,nc:TextType,TextType,,nc:PersonComplexionAbstract,PersonComplexionAbstract,False,True,An appearance or condition of the skin of a person.
PersonComprehendsSpokenLanguageIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person is able to grasp and understand the meaning of a language being spoken; false otherwise.
PersonContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A means of contacting a person.
PersonConveyanceAssociation,nc:PersonConveyanceAssociationType,PersonConveyanceAssociationType,,,,False,True,An association between a person and a conveyance.
PersonConveyanceAssociationAugmentationPoint,,,,,,True,False,An augmentation point for PersonConveyanceAssociationType.
PersonCriminalOrganizationAssociation,nc:PersonOrganizationAssociationType,PersonOrganizationAssociationType,,,,False,True,An association between a person and a criminal organization.
