source,target,relation
PersonMentalStateText,PersonMentalStateAbstract,substitutionGroup
PersonMiddleName,PersonNameTextType,typedBy
PersonMilitarySummary,MilitarySummaryType,typedBy
PersonMoodDescriptionText,TextType,typedBy
PersonName,PersonNameType,typedBy
PersonNameCategoryCode,PersonNameCategoryCodeType,typedBy
PersonNameCategoryCode,PersonNameCategoryAbstract,substitutionGroup
PersonNameCategoryText,TextType,typedBy
PersonNameCategoryText,PersonNameCategoryAbstract,substitutionGroup
PersonNamePrefixText,TextType,typedBy
PersonNamePrefixText,PersonNamePrefixAbstract,substitutionGroup
PersonNameSalutationText,TextType,typedBy
PersonNameSuffixText,TextType,typedBy
PersonNationalIdentification,IdentificationType,typedBy
PersonNationality,PersonNationalityType,typedBy
PersonNationalityCategoryText,TextType,typedBy
PersonNationalityCategoryText,PersonNationalityCategoryAbstract,substitutionGroup
PersonNationalityCountry,CountryType,typedBy
PersonNationalityStatus,StatusType,typedBy
PersonOfficialGivenName,PersonNameTextType,typedBy
PersonOrganDonorIndicator,boolean,typedBy
PersonOrganDonorText,TextType,typedBy
PersonOrganDonorText,PersonOrganDonorAbstract,substitutionGroup
PersonOrganizationAffiliationAssociation,PersonOrganizationAssociationType,typedBy
PersonOrganizationAssociation,PersonOrganizationAssociationType,typedBy
PersonOtherIdentification,IdentificationType,typedBy
PersonPassportIdentification,IdentificationType,typedBy
PersonPhysicalDisabilityText,TextType,typedBy
PersonPhysicalFeature,PhysicalFeatureType,typedBy
PersonPossessCreditCardIndicator,boolean,typedBy
PersonPreferredName,TextType,typedBy
PersonPrimaryLanguage,PersonLanguageType,typedBy
PersonPrimaryWorkerAssociation,PersonWorkerAssociationType,typedBy
PersonPronounsCode,PersonPronounsCodeType,typedBy
PersonPronounsCode,PersonPronounsAbstract,substitutionGroup
PersonPronounsText,TextType,typedBy
PersonPronounsText,PersonPronounsAbstract,substitutionGroup
PersonRaceText,TextType,typedBy
PersonRaceText,PersonRaceAbstract,substitutionGroup
PersonReadsLanguageIndicator,boolean,typedBy
PersonReferralWorkerAssociation,PersonWorkerAssociationType,typedBy
PersonReligionText,TextType,typedBy
PersonReligionText,PersonReligionAbstract,substitutionGroup
PersonResidenceAddress,AddressType,typedBy
PersonResidenceAssociation,PersonResidenceAssociationType,typedBy
PersonResidentText,TextType,typedBy
PersonResidentText,PersonResidentAbstract,substitutionGroup
PersonResidesAtFacilityAssociation,FacilityPersonAssociationType,typedBy
PersonResidesAtFacilityAssociation,FacilityPersonAssociation,substitutionGroup
PersonSecondaryLanguage,PersonLanguageType,typedBy
PersonSecurityClearanceText,TextType,typedBy
PersonSecurityClearanceText,PersonSecurityClearanceAbstract,substitutionGroup
PersonSexText,TextType,typedBy
PersonSexText,PersonSexAbstract,substitutionGroup
PersonSexualOrientationText,TextType,typedBy
PersonSexualOrientationText,PersonSexualOrientationAbstract,substitutionGroup
PersonSkinToneText,TextType,typedBy
PersonSkinToneText,PersonSkinToneAbstract,substitutionGroup
PersonSpeaksLanguageIndicator,boolean,typedBy
PersonSpeechDescriptionText,TextType,typedBy
PersonSSNIdentification,IdentificationType,typedBy
PersonStateIdentification,IdentificationType,typedBy
PersonSurName,PersonNameTextType,typedBy
PersonSurNamePrefixText,TextType,typedBy
PersonTaxIdentification,IdentificationType,typedBy
PersonTemporaryAssignedUnitAssociation,PersonOrganizationAssociationType,typedBy
PersonUnemploymentStatus,StatusType,typedBy
PersonUnionAssociation,PersonUnionAssociationType,typedBy
PersonUnionCategoryCode,PersonUnionCategoryCodeType,typedBy
PersonUnionCategoryCode,PersonUnionCategoryAbstract,substitutionGroup
PersonUnionCategoryText,TextType,typedBy
PersonUnionCategoryText,PersonUnionCategoryAbstract,substitutionGroup
PersonUnionCertificateIndicator,boolean,typedBy
PersonUnionLocation,LocationType,typedBy
PersonUnionSeparation,PersonUnionSeparationType,typedBy
PersonUnionStatusCode,PersonUnionStatusCodeType,typedBy
PersonUnionStatusCode,PersonUnionStatusAbstract,substitutionGroup
PersonUnionStatusText,TextType,typedBy
PersonUnionStatusText,PersonUnionStatusAbstract,substitutionGroup
PersonUSCitizenIndicator,boolean,typedBy
PersonVisionPrescriptionText,TextType,typedBy
PersonWeightDescriptionText,TextType,typedBy
PersonWeightMeasure,WeightMeasureType,typedBy
PersonWorker,PersonType,typedBy
PersonWorkerAssociation,PersonWorkerAssociationType,typedBy
PersonWorksAtFacilityAssociation,FacilityPersonAssociationType,typedBy
PersonWorksAtFacilityAssociation,FacilityPersonAssociation,substitutionGroup
PersonWritesLanguageIndicator,boolean,typedBy
PersonXRayImage,ImageType,typedBy
PhysicalAddress,AddressType,typedBy
PhysicalAddress,Address,substitutionGroup
PhysicalFeature,PhysicalFeatureType,typedBy
PhysicalFeatureCategoryText,TextType,typedBy
PhysicalFeatureCategoryText,PhysicalFeatureCategoryAbstract,substitutionGroup
PhysicalFeatureDescriptionText,TextType,typedBy
PhysicalFeatureGeneralCategoryText,TextType,typedBy
PhysicalFeatureGeneralCategoryText,PhysicalFeatureGeneralCategoryAbstract,substitutionGroup
PhysicalFeatureImage,ImageType,typedBy
PhysicalFeatureLocationText,TextType,typedBy
PlanActivationDecisionText,TextType,typedBy
PlanApprovalDate,DateType,typedBy
PlanApprovalEntity,EntityType,typedBy
PlanAssignedPerson,PersonType,typedBy
PlanComment,CommentType,typedBy
PlanCreatedDate,DateType,typedBy
PlanDateRange,DateRangeType,typedBy
PlanEstimatedFulfillmentDate,DateType,typedBy
PlanIdentification,IdentificationType,typedBy
PlanName,TextType,typedBy
PlanOperationalObjectiveText,TextType,typedBy
PlanPurposeText,TextType,typedBy
PlanReleaseDate,DateType,typedBy
PlanReport,ReportType,typedBy
PlanRevisionReleaseDate,DateType,typedBy
PlanTargetOutcomeText,TextType,typedBy
PlanTask,TaskType,typedBy
PlanUpdatedDate,DateType,typedBy
PolygonNodeLocation,LocationType,typedBy
PreviousActivity,ActivityType,typedBy
PreviousActivityAssociation,PreviousActivityAssociationType,typedBy
PrimaryDocument,DocumentType,typedBy
ProbabilityPercent,PercentType,typedBy
Program,ProgramType,typedBy
ProgramAction,ActivityType,typedBy
ProgramAdministrator,EntityType,typedBy
ProgramCapacityQuantity,nonNegativeInteger,typedBy
ProgramCondition,ConditionType,typedBy
ProgramFacility,FacilityType,typedBy
ProgramPerson,PersonType,typedBy
ProgramPubliclyRunIndicator,boolean,typedBy
ProgramPurposeText,TextType,typedBy
ProgramReferral,ReferralType,typedBy
ProgramRelease,ReleaseType,typedBy
ProgramResidentialIndicator,boolean,typedBy
ProgramSupervisedIndicator,boolean,typedBy
ProgramSupervisor,EntityType,typedBy
Progress,ProgressType,typedBy
ProgressComplianceIndicator,boolean,typedBy
ProgressComplianceText,TextType,typedBy
ProgressComplianceText,ProgressComplianceAbstract,substitutionGroup
ProgressPaymentAmount,AmountType,typedBy
ProgressTimeQuantityText,TextType,typedBy
Publication,PublicationType,typedBy
PublicationAuthorText,TextType,typedBy
PublicationDate,DateType,typedBy
PublicationISBNID,string,typedBy
PublicationISSNID,string,typedBy
PublicationLibraryClassificationIdentification,IdentificationType,typedBy
PublicationPageText,TextType,typedBy
PublicationPublisherText,TextType,typedBy
PublicationSubjectText,TextType,typedBy
PublicationSubscriberPersonAssociation,ItemEntityAssociationType,typedBy
PublicationTitleText,TextType,typedBy
PublicService,PublicServiceType,typedBy
PublicServiceAvailabilitySchedule,ScheduleType,typedBy
PublicServiceCategoryText,TextType,typedBy
PublicServiceCategoryText,PublicServiceCategoryAbstract,substitutionGroup
PublicServiceChannelText,TextType,typedBy
PublicServiceChannelText,PublicServiceChannelAbstract,substitutionGroup
PublicServiceDescriptionText,TextType,typedBy
PublicServiceInputResourceDocument,DocumentType,typedBy
PublicServiceLanguage,LanguageType,typedBy
PublicServiceLocation,LocationType,typedBy
PublicServiceName,TextType,typedBy
PublicServiceOutputResourceDocument,DocumentType,typedBy
PublicServiceRelatedLocation,LocationType,typedBy
PublicServiceRelatedService,PublicServiceType,typedBy
PublicServiceRequiredService,PublicServiceType,typedBy
PublicServiceWebsiteURI,anyURI,typedBy
PublisherName,TextType,typedBy
QualityComment,CommentType,typedBy
QuarterID,QuarterIDType,typedBy
QuarterID,DateRepresentation,substitutionGroup
RangeMaximumDecimalValue,decimal,typedBy
RangeMaximumDoubleValue,double,typedBy
RangeMaximumIntegerValue,integer,typedBy
RangeMaximumUnsignedIntegerValue,unsignedInt,typedBy
RangeMinimumDecimalValue,decimal,typedBy
RangeMinimumDoubleValue,double,typedBy
RangeMinimumIntegerValue,integer,typedBy
RangeMinimumUnsignedIntegerValue,unsignedInt,typedBy
RealEstate,RealEstateType,typedBy
RealEstateAcreageText,TextType,typedBy
RealEstateAttachedFacility,FacilityType,typedBy
RealEstateBoundaryDescriptionText,TextType,typedBy
Recommendation,RecommendationType,typedBy
RecommendationCategoryText,TextType,typedBy
RecommendationCategoryText,RecommendationCategoryAbstract,substitutionGroup
RecommendationComment,CommentType,typedBy
RecommendationDate,DateType,typedBy
RecommendationDescriptionText,TextType,typedBy
RecommendationEntity,EntityType,typedBy
RecommendationSubjectText,TextType,typedBy
RecommendationText,TextType,typedBy
Referral,ReferralType,typedBy
ReferralActivity,ActivityType,typedBy
ReferralEntity,EntityType,typedBy
ReferralIssuer,EntityType,typedBy
ReferralItem,ItemType,typedBy
ReferralMandatoryIndicator,boolean,typedBy
ReferralPerson,PersonType,typedBy
ReferralSupervisor,EntityType,typedBy
RelatedActivity,ActivityType,typedBy
RelatedActivityAssociation,RelatedActivityAssociationType,typedBy
RelatedCaseAssociation,RelatedActivityAssociationType,typedBy
RelativeLocation,RelativeLocationType,typedBy
RelativeLocationDescriptionText,TextType,typedBy
RelativeLocationDirectionCode,DirectionCodeType,typedBy
RelativeLocationDirectionCode,RelativeLocationDirectionAbstract,substitutionGroup
RelativeLocationDirectionText,TextType,typedBy
RelativeLocationDirectionText,RelativeLocationDirectionAbstract,substitutionGroup
RelativeLocationDistanceMeasure,LengthMeasureType,typedBy
RelativeLocationHeadingValue,RelativeLocationHeadingType,typedBy
RelativeLocationReferencePoint,LocationType,typedBy
Release,ReleaseType,typedBy
ReleaseDate,DateType,typedBy
ReleaseFromLocation,LocationType,typedBy
ReleaseIssuer,EntityType,typedBy
ReleaseItem,ItemType,typedBy
ReleasePerson,PersonType,typedBy
ReleaseRecipient,EntityType,typedBy
ReleaseSupervisor,EntityType,typedBy
ReleaseToLocation,LocationType,typedBy
Report,ReportType,typedBy
ReportAssignee,PersonType,typedBy
ReportCoverageDateRange,DateRangeType,typedBy
ReportDueDate,DateType,typedBy
ReportedDate,DateType,typedBy
ReportFrequencyText,TextType,typedBy
ReportFrequencyText,ReportFrequencyAbstract,substitutionGroup
ReportID,string,typedBy
ReportingOrganization,OrganizationType,typedBy
ReportingOrganization,ReportingOrganizationAbstract,substitutionGroup
ReportingOrganizationText,TextType,typedBy
ReportingOrganizationText,ReportingOrganizationAbstract,substitutionGroup
ReportingPerson,PersonType,typedBy
ReportingPerson,ReportingPersonAbstract,substitutionGroup
ReportingPersonRoleText,TextType,typedBy
ReportingPersonRoleText,ReportingPersonRoleAbstract,substitutionGroup
ReportingPersonText,TextType,typedBy
ReportingPersonText,ReportingPersonAbstract,substitutionGroup
ReportTemplateCategoryText,TextType,typedBy
ReportTemplateCategoryText,ReportTemplateCategoryAbstract,substitutionGroup
RepositoryID,string,typedBy
Request,RequestType,typedBy
RequestCategoryText,TextType,typedBy
RequestCategoryText,RequestCategoryAbstract,substitutionGroup
RequestContactInformation,ContactInformationType,typedBy
RequestDate,DateType,typedBy
RequestDecisionDate,DateType,typedBy
RequestDecisionText,TextType,typedBy
RequestDescriptionText,TextType,typedBy
RequestIdentification,IdentificationType,typedBy
RequestStatus,StatusType,typedBy
RequestText,TextType,typedBy
ResidenceDescriptionText,TextType,typedBy
ResidenceOccupancyCategoryText,TextType,typedBy
ResidenceOccupancyCategoryText,ResidenceOccupancyCategoryAbstract,substitutionGroup
ResidencePaymentAmount,AmountType,typedBy
ResidencePaymentPeriodText,TextType,typedBy
ResidencePaymentPeriodText,ResidencePaymentPeriodAbstract,substitutionGroup
ResidentialFacility,FacilityType,typedBy
RiskReductionFacility,FacilityType,typedBy
RiskReductionProgram,ProgramType,typedBy
RollValue,Degree180PlusMinusType,typedBy
Schedule,ScheduleType,typedBy
ScheduleActivityText,TextType,typedBy
ScheduleDate,DateType,typedBy
ScheduleDate,ScheduleDayAbstract,substitutionGroup
ScheduleDay,ScheduleDayType,typedBy
ScheduleDayEndTime,time,typedBy
ScheduleDayOfWeekCode,DayOfWeekCodeType,typedBy
ScheduleDayOfWeekCode,ScheduleDayAbstract,substitutionGroup
ScheduleDayStartTime,time,typedBy
ScheduleDayStatus,StatusType,typedBy
ScheduleDescriptionText,TextType,typedBy
ScheduleEffectiveDateRange,DateRangeType,typedBy
ScheduleExceptionsDescriptionText,TextType,typedBy
ScheduleNonStopIndicator,boolean,typedBy
SchedulePerson,PersonType,typedBy
ScheduleStatus,StatusType,typedBy
ScheduleTimeRange,TimeRangeType,typedBy
SecondaryDocument,DocumentType,typedBy
Securities,SecuritiesType,typedBy
SecuritiesCollectionDateRange,DateRangeType,typedBy
SecuritiesDateSeriesText,TextType,typedBy
SecuritiesDateSeriesText,SecuritiesDateSeriesAbstract,substitutionGroup
SecuritiesDenominationText,TextType,typedBy
SecuritiesDenominationText,SecuritiesDenominationAbstract,substitutionGroup
SecuritiesIssuer,EntityType,typedBy
SensitivityText,TextType,typedBy
SensitivityText,SensitivityAbstract,substitutionGroup
SeparationCategoryCode,SeparationCategoryCodeType,typedBy
SeparationCategoryCode,SeparationCategoryAbstract,substitutionGroup
SeparationCategoryText,TextType,typedBy
SeparationCategoryText,SeparationCategoryAbstract,substitutionGroup
SeparationDateRange,DateRangeType,typedBy
ServiceDeliveryNGO,OrganizationType,typedBy
SIMCard,DeviceType,typedBy
Site,SiteType,typedBy
SiteLocation,LocationType,typedBy
SiteMobileDescriptionText,TextType,typedBy
SiteMobileIndicator,boolean,typedBy
SiteOwnerEntity,EntityType,typedBy
SiteSpecialInformationText,TextType,typedBy
Software,SoftwareType,typedBy
SoftwareComponent,SoftwareComponentType,typedBy
SoftwareComponentVersionID,string,typedBy
SoftwareDescriptionText,TextType,typedBy
SoftwareName,TextType,typedBy
SoftwareVendorName,TextType,typedBy
SoftwareVersionText,TextType,typedBy
SourceContactPerson,PersonType,typedBy
SourceContactPerson,SourceContactPersonAbstract,substitutionGroup
SourceContactPersonText,TextType,typedBy
SourceContactPersonText,SourceContactPersonAbstract,substitutionGroup
SourceIDText,TextType,typedBy
SourceText,TextType,typedBy
SpeedMeasure,SpeedMeasureType,typedBy
StartDate,DateType,typedBy
StateCode,CodeType,typedBy
StateCode,StateRepresentation,substitutionGroup
StateName,ProperNameTextType,typedBy
StateName,StateRepresentation,substitutionGroup
Status,StatusType,typedBy
StatusCommentText,TextType,typedBy
StatusDate,DateType,typedBy
StatusDescriptionText,TextType,typedBy
StatusIssuerIdentification,IdentificationType,typedBy
StatusIssuerText,TextType,typedBy
StatusText,TextType,typedBy
StatusText,StatusAbstract,substitutionGroup
StrangerAssociation,PersonAssociationType,typedBy
StreetCategoryText,TextType,typedBy
StreetCategoryText,StreetCategoryAbstract,substitutionGroup
StreetDirectionalText,TextType,typedBy
StreetDirectionalText,StreetDirectionalRepresentation,substitutionGroup
StreetExtensionText,TextType,typedBy
StreetFullText,TextType,typedBy
StreetName,ProperNameTextType,typedBy
StreetNumberText,TextType,typedBy
StreetPostdirectional,StreetDirectionalType,typedBy
StreetPredirectional,StreetDirectionalType,typedBy
Student,StudentType,typedBy
StudentIdentification,IdentificationType,typedBy
SubFacility,FacilityType,typedBy
Substance,SubstanceType,typedBy
SubstanceCategoryText,TextType,typedBy
SubstanceCategoryText,SubstanceCategoryAbstract,substitutionGroup
SubstanceCompositionDescriptionText,TextType,typedBy
SubstanceContainerDescriptionText,TextType,typedBy
SubstanceFormText,TextType,typedBy
SubstanceFormText,SubstanceFormAbstract,substitutionGroup
SubstanceFoundDescriptionText,TextType,typedBy
SubstanceMeasure,SubstanceMeasureType,typedBy
SubstanceQuantityMeasure,SubstanceMeasureType,typedBy
Supervision,SupervisionType,typedBy
SupervisionCurrentIndicator,boolean,typedBy
SupervisionCustodyStatus,StatusType,typedBy
SupervisionFacility,FacilityType,typedBy
SupervisionMandatoryIndicator,boolean,typedBy
SupervisionPerson,PersonType,typedBy
SupervisionPersonStatus,StatusType,typedBy
SupervisionRelease,ReleaseType,typedBy
SupervisionSupervisor,EntityType,typedBy
SystemAuditEvent,SystemAuditEventType,typedBy
SystemName,TextType,typedBy
SystemOperatingModeName,TextType,typedBy
SystemOperatingModeName,SystemOperatingModeAbstract,substitutionGroup
Task,TaskType,typedBy
TaskAssignedDate,DateType,typedBy
TaskAssignedEntity,EntityType,typedBy
TaskCompletedIndicator,boolean,typedBy
TaskCompletedPercent,PercentType,typedBy
TaskDescriptionText,string,typedBy
TaskDueDate,DateType,typedBy
TaskEndDate,DateType,typedBy
TaskID,string,typedBy
TaskLocation,LocationType,typedBy
TaskName,string,typedBy
TaskOutcomeDescriptionText,TextType,typedBy
TaskStartDate,DateType,typedBy
TaskStatus,StatusType,typedBy
TaskSuccessCriteriaText,TextType,typedBy
TelecommunicationDevice,DeviceType,typedBy
TelecommunicationDeviceSIMCardAssociation,TelecommunicationDeviceSIMCardAssociationType,typedBy
TelephoneAreaCodeID,string,typedBy
TelephoneCountryCodeID,string,typedBy
TelephoneExchangeID,string,typedBy
TelephoneLineID,string,typedBy
TelephoneNumber,TelephoneNumberType,typedBy
TelephoneNumberCategoryText,TextType,typedBy
TelephoneNumberCategoryText,TelephoneNumberCategoryAbstract,substitutionGroup
TelephoneNumberDescriptionText,TextType,typedBy
TelephoneNumberFullID,string,typedBy
TelephoneNumberID,string,typedBy
TelephoneSuffixID,string,typedBy
TemperatureMeasure,TemperatureMeasureType,typedBy
TimeMeasure,TimeMeasureType,typedBy
TowingCompany,OrganizationType,typedBy
TransportationAssociation,TransportationAssociationType,typedBy
Treatment,TreatmentType,typedBy
TreatmentProvider,EntityType,typedBy
TreatmentText,TextType,typedBy
URLID,anyURI,typedBy
UserLogonID,string,typedBy
UserLogonID,SystemUserNameAbstract,substitutionGroup
UserPersonName,PersonNameType,typedBy
UserPersonName,SystemUserNameAbstract,substitutionGroup
UTMCoordinateValue,UTMCoordinateType,typedBy
Vehicle,VehicleType,typedBy
VehicleAxleQuantity,nonNegativeInteger,typedBy
VehicleCMVIndicator,boolean,typedBy
VehicleColorInteriorText,TextType,typedBy
VehicleColorInteriorText,VehicleColorInteriorAbstract,substitutionGroup
VehicleCurrentWeightMeasure,WeightMeasureType,typedBy
VehicleDoorQuantity,nonNegativeInteger,typedBy
VehicleGarageLocationAssociation,ItemLocationAssociationType,typedBy
VehicleGrossLadenSumWeightMeasure,WeightMeasureType,typedBy
VehicleGrossLadenUnitWeightMeasure,WeightMeasureType,typedBy
VehicleIdentification,IdentificationType,typedBy
VehicleMaximumLoadWeightMeasure,WeightMeasureType,typedBy
VehicleMSRPAmount,AmountType,typedBy
VehicleOdometerReadingMeasure,LengthMeasureType,typedBy
VehiclePassengerSafeQuantity,nonNegativeInteger,typedBy
VehicleSeatingQuantity,nonNegativeInteger,typedBy
VehicleTowerAssociation,ItemEntityAssociationType,typedBy
VehicleTransmissionCategoryText,TextType,typedBy
VehicleTransmissionCategoryText,VehicleTransmissionCategoryAbstract,substitutionGroup
VehicleUnladenWeightMeasure,WeightMeasureType,typedBy
VehicleUseText,TextType,typedBy
VehicleUseText,ConveyanceUseAbstract,substitutionGroup
VelocityMeasure,VelocityMeasureType,typedBy
Vessel,VesselType,typedBy
VesselHullIdentification,IdentificationType,typedBy
VesselHullMaterialText,TextType,typedBy
VesselHullMaterialText,VesselHullMaterialAbstract,substitutionGroup
VesselHullShapeText,TextType,typedBy
VesselHullShapeText,VesselHullShapeAbstract,substitutionGroup
VesselPropulsionText,TextType,typedBy
VesselPropulsionText,VesselPropulsionAbstract,substitutionGroup
VesselTrailer,VehicleType,typedBy
VolumeMeasure,VolumeMeasureType,typedBy
Weapon,WeaponType,typedBy
WeaponInvolvedInActivity,ActivityType,typedBy
WeaponUsageText,TextType,typedBy
WeaponUsageText,WeaponUsageAbstract,substitutionGroup
WeaponUser,PersonType,typedBy
WeightMeasure,WeightMeasureType,typedBy
YearDate,gYear,typedBy
YearDate,DateRepresentation,substitutionGroup
YearMonthDate,gYearMonth,typedBy
YearMonthDate,DateRepresentation,substitutionGroup
ZuluDateTime,ZuluDateTimeType,typedBy
ZuluDateTime,DateRepresentation,substitutionGroup
AddressCategoryCodeSimpleType,token,restrictsOrLists
AngularMinuteSimpleType,decimal,restrictsOrLists
AngularSecondSimpleType,decimal,restrictsOrLists
BinaryHashFunctionCodeSimpleType,token,restrictsOrLists
BooleanListSimpleType,boolean,restrictsOrLists
ContactInformationAvailabilityCodeSimpleType,token,restrictsOrLists
DayOfWeekCodeSimpleType,token,restrictsOrLists
DecimalListSimpleType,decimal,restrictsOrLists
Degree180PlusMinusSimpleType,decimal,restrictsOrLists
Degree360SimpleType,decimal,restrictsOrLists
Degree90PlusMinusSimpleType,decimal,restrictsOrLists
Degree90SimpleType,decimal,restrictsOrLists
DirectionCodeSimpleType,string,restrictsOrLists
DoubleListSimpleType,double,restrictsOrLists
EmploymentPositionBasisCodeSimpleType,token,restrictsOrLists
EmptyReasonCodeSimpleType,token,restrictsOrLists
FinancialAccountHolderCodeSimpleType,token,restrictsOrLists
FinancialAccountNumberCategoryCodeSimpleType,token,restrictsOrLists
ImagePoseCodeSimpleType,token,restrictsOrLists
IntegerListSimpleType,integer,restrictsOrLists
LatitudeDegreeSimpleType,decimal,restrictsOrLists
LongitudeDegreeSimpleType,decimal,restrictsOrLists
MessageCategoryFATCACodeSimpleType,token,restrictsOrLists
MilitaryDischargeCategoryCodeSimpleType,token,restrictsOrLists
NonNegativeDecimalSimpleType,decimal,restrictsOrLists
NonNegativeIntegerListSimpleType,nonNegativeInteger,restrictsOrLists
PassportCategoryCodeSimpleType,token,restrictsOrLists
PaymentMethodCodeSimpleType,token,restrictsOrLists
PersonNameCategoryCodeSimpleType,token,restrictsOrLists
PersonPronounsCodeSimpleType,token,restrictsOrLists
PersonUnionCategoryCodeSimpleType,token,restrictsOrLists
PersonUnionStatusCodeSimpleType,token,restrictsOrLists
PositiveIntegerListSimpleType,positiveInteger,restrictsOrLists
QuarterIDSimpleType,integer,restrictsOrLists
RelativeLocationHeadingSimpleType,decimal,restrictsOrLists
SeparationCategoryCodeSimpleType,token,restrictsOrLists
StringListSimpleType,string,restrictsOrLists
TokenListSimpleType,token,restrictsOrLists
UTMCoordinateSimpleType,token,restrictsOrLists
YesNoUnknownCodeSimpleType,token,restrictsOrLists
ZuluDateTimeSimpleType,dateTime,restrictsOrLists
