source,target,relation
PersonEncounterType,PersonJuvenileVerifiedIndicator,hasElement
PersonEncounterType,EncounterClassification,hasElement
PersonEncounterType,EncounterCommentText,hasElement
PersonEncounterType,FingerprintTakenIndicator,hasElement
PersonEncounterType,PersonEncounterAugmentationPoint,hasElement
PersonIdentityAssociationType,AssociationType,extends
PersonIdentityAssociationType,Person,hasElement
PersonIdentityAssociationType,Identity,hasElement
PersonIdentityAssociationType,IdentityStolenIndicator,hasElement
PersonIdentityAssociationType,PersonIdentityAssociationAugmentationPoint,hasElement
PersonLanguageType,ObjectType,extends
PersonLanguageType,Language,hasElement
PersonLanguageType,PersonComprehendsSpokenLanguageIndicator,hasElement
PersonLanguageType,PersonReadsLanguageIndicator,hasElement
PersonLanguageType,PersonSpeaksLanguageIndicator,hasElement
PersonLanguageType,PersonWritesLanguageIndicator,hasElement
PersonLanguageType,PersonLanguageAugmentationPoint,hasElement
PersonLocationAssociationType,AssociationType,extends
PersonLocationAssociationType,Person,hasElement
PersonLocationAssociationType,Location,hasElement
PersonLocationAssociationType,PersonLocationAssociationAugmentationPoint,hasElement
PersonNameCategoryCodeType,PersonNameCategoryCodeSimpleType,extends
PersonNameTextType,ProperNameTextType,extends
PersonNameType,ObjectType,extends
PersonNameType,PersonNamePrefixAbstract,hasElement
PersonNameType,PersonGivenName,hasElement
PersonNameType,PersonMiddleName,hasElement
PersonNameType,PersonSurName,hasElement
PersonNameType,PersonNameSuffixText,hasElement
PersonNameType,PersonMaidenName,hasElement
PersonNameType,PersonFullName,hasElement
PersonNameType,PersonNameCategoryAbstract,hasElement
PersonNameType,PersonNameSalutationText,hasElement
PersonNameType,PersonOfficialGivenName,hasElement
PersonNameType,PersonPreferredName,hasElement
PersonNameType,PersonSurNamePrefixText,hasElement
PersonNameType,EffectiveDate,hasElement
PersonNameType,PersonNameAugmentationPoint,hasElement
PersonNationalityType,ObjectType,extends
PersonNationalityType,PersonNationalityCountry,hasElement
PersonNationalityType,PersonNationalityCategoryAbstract,hasElement
PersonNationalityType,PersonNationalityStatus,hasElement
PersonNationalityType,PersonNationalityAugmentationPoint,hasElement
PersonOrganizationAssociationType,AssociationType,extends
PersonOrganizationAssociationType,Person,hasElement
PersonOrganizationAssociationType,Organization,hasElement
PersonOrganizationAssociationType,PersonOrganizationAssociationAugmentationPoint,hasElement
PersonPronounsCodeType,PersonPronounsCodeSimpleType,extends
PersonResidenceAssociationType,PersonLocationAssociationType,extends
PersonResidenceAssociationType,ResidenceDescriptionText,hasElement
PersonResidenceAssociationType,ResidenceOccupancyCategoryAbstract,hasElement
PersonResidenceAssociationType,ResidencePaymentAmount,hasElement
PersonResidenceAssociationType,ResidencePaymentPeriodAbstract,hasElement
PersonResidenceAssociationType,PersonResidenceAssociationAugmentationPoint,hasElement
PersonType,ObjectType,extends
PersonType,PersonAccentText,hasElement
PersonType,PersonAgeDescriptionText,hasElement
PersonType,PersonAgeMeasure,hasElement
PersonType,PersonBirthDate,hasElement
PersonType,PersonBirthLocation,hasElement
PersonType,PersonBloodTypeAbstract,hasElement
PersonType,PersonBodyXRaysAvailableAbstract,hasElement
PersonType,PersonBuildAbstract,hasElement
PersonType,PersonCapability,hasElement
PersonType,PersonCircumcisionIndicator,hasElement
PersonType,PersonCitizenship,hasElement
PersonType,PersonComplexionAbstract,hasElement
PersonType,PersonDeathDate,hasElement
PersonType,PersonDependentQuantity,hasElement
PersonType,PersonDescriptionText,hasElement
PersonType,PersonDigitalImage,hasElement
PersonType,PersonDigitizedSignatureImage,hasElement
PersonType,PersonDisguiseDescriptionText,hasElement
PersonType,PersonOrganDonorAbstract,hasElement
PersonType,PersonEducation,hasElement
PersonType,PersonEmployedIndicator,hasElement
PersonType,PersonEthnicityAbstract,hasElement
PersonType,PersonEyeColorAbstract,hasElement
PersonType,PersonEyewearAbstract,hasElement
PersonType,PersonFacialHairAbstract,hasElement
PersonType,PersonGeneralAppearanceDescriptionText,hasElement
PersonType,PersonHairAppearanceText,hasElement
PersonType,PersonHairCategoryAbstract,hasElement
PersonType,PersonHairColorAbstract,hasElement
PersonType,PersonHairLengthAbstract,hasElement
PersonType,PersonHairStyleAbstract,hasElement
PersonType,PersonHandednessAbstract,hasElement
PersonType,PersonHeightDescriptionText,hasElement
PersonType,PersonHeightMeasure,hasElement
PersonType,PersonHumanResourceIdentification,hasElement
PersonType,PersonInjury,hasElement
PersonType,PersonJewelryDescriptionText,hasElement
PersonType,PersonJobTitleText,hasElement
PersonType,PersonLanguageEnglishIndicator,hasElement
PersonType,PersonLearningDisabilityAbstract,hasElement
PersonType,PersonLicenseIdentification,hasElement
PersonType,PersonLivingIndicator,hasElement
PersonType,PersonMedicalCondition,hasElement
PersonType,PersonMedicalDescriptionText,hasElement
PersonType,PersonMedicalFileIndicator,hasElement
PersonType,PersonMedicationRequiredText,hasElement
PersonType,PersonMentalStateAbstract,hasElement
PersonType,PersonMilitarySummary,hasElement
PersonType,PersonMoodDescriptionText,hasElement
PersonType,PersonName,hasElement
PersonType,PersonNationalIdentification,hasElement
PersonType,PersonOrganDonorIndicator,hasElement
PersonType,PersonOtherIdentification,hasElement
PersonType,PersonPassportIdentification,hasElement
PersonType,PersonPhysicalDisabilityText,hasElement
PersonType,PersonPhysicalFeature,hasElement
PersonType,PersonPrimaryLanguage,hasElement
PersonType,PersonPronounsAbstract,hasElement
PersonType,PersonRaceAbstract,hasElement
PersonType,PersonReligionAbstract,hasElement
PersonType,PersonResidenceAddress,hasElement
PersonType,PersonResidentAbstract,hasElement
PersonType,PersonSecondaryLanguage,hasElement
PersonType,PersonSecurityClearanceAbstract,hasElement
PersonType,PersonSexAbstract,hasElement
PersonType,PersonSexualOrientationAbstract,hasElement
PersonType,PersonSkinToneAbstract,hasElement
PersonType,PersonSpeechDescriptionText,hasElement
PersonType,PersonSSNIdentification,hasElement
PersonType,PersonStateIdentification,hasElement
PersonType,PersonTaxIdentification,hasElement
PersonType,PersonUnemploymentStatus,hasElement
PersonType,PersonUnionStatusAbstract,hasElement
PersonType,PersonUSCitizenIndicator,hasElement
PersonType,PersonVisionPrescriptionText,hasElement
PersonType,PersonWeightDescriptionText,hasElement
PersonType,PersonWeightMeasure,hasElement
PersonType,PersonXRayImage,hasElement
PersonType,PersonNationality,hasElement
PersonType,PersonContactInformation,hasElement
PersonType,EmployeeContactInformation,hasElement
PersonType,PersonEmergencyContactInformation,hasElement
PersonType,PersonHomeContactInformation,hasElement
PersonType,PersonAugmentationPoint,hasElement
PersonUnionAssociationType,PersonAssociationType,extends
PersonUnionAssociationType,PersonDisunion,hasElement
PersonUnionAssociationType,PersonUnionCertificateIndicator,hasElement
PersonUnionAssociationType,PersonUnionLocation,hasElement
PersonUnionAssociationType,PersonUnionSeparation,hasElement
PersonUnionAssociationType,PersonUnionCategoryAbstract,hasElement
PersonUnionAssociationType,PersonUnionStatusAbstract,hasElement
PersonUnionAssociationType,PersonUnionAssociationAugmentationPoint,hasElement
PersonUnionCategoryCodeType,PersonUnionCategoryCodeSimpleType,extends
PersonUnionSeparationType,ActivityType,extends
PersonUnionSeparationType,SeparationCategoryAbstract,hasElement
PersonUnionSeparationType,SeparationDateRange,hasElement
PersonUnionSeparationType,PersonUnionSeparationAugmentationPoint,hasElement
PersonUnionStatusCodeType,PersonUnionStatusCodeSimpleType,extends
PersonWorkerAssociationType,AssociationType,extends
PersonWorkerAssociationType,Person,hasElement
PersonWorkerAssociationType,PersonWorker,hasElement
PersonWorkerAssociationType,Activity,hasElement
PersonWorkerAssociationType,PersonWorkerAssociationAugmentationPoint,hasElement
PhysicalFeatureType,ObjectType,extends
PhysicalFeatureType,PhysicalFeatureGeneralCategoryAbstract,hasElement
PhysicalFeatureType,PhysicalFeatureCategoryAbstract,hasElement
PhysicalFeatureType,PhysicalFeatureDescriptionText,hasElement
PhysicalFeatureType,PhysicalFeatureImage,hasElement
PhysicalFeatureType,PhysicalFeatureLocationText,hasElement
PhysicalFeatureType,PhysicalFeatureAugmentationPoint,hasElement
PlanType,ObjectType,extends
PlanType,PlanActivationDecisionText,hasElement
PlanType,PlanApprovalDate,hasElement
PlanType,PlanApprovalEntity,hasElement
PlanType,PlanAssignedPerson,hasElement
PlanType,PlanComment,hasElement
PlanType,PlanCreatedDate,hasElement
PlanType,PlanDateRange,hasElement
PlanType,PlanEstimatedFulfillmentDate,hasElement
PlanType,PlanIdentification,hasElement
PlanType,PlanName,hasElement
PlanType,PlanOperationalObjectiveText,hasElement
PlanType,PlanPurposeText,hasElement
PlanType,PlanReleaseDate,hasElement
PlanType,PlanReport,hasElement
PlanType,PlanRevisionReleaseDate,hasElement
PlanType,PlanTargetOutcomeText,hasElement
PlanType,PlanTask,hasElement
PlanType,PlanUpdatedDate,hasElement
PlanType,PlanAugmentationPoint,hasElement
PolygonRegionType,ObjectType,extends
PolygonRegionType,PolygonNodeLocation,hasElement
PolygonRegionType,PolygonRegionAugmentationPoint,hasElement
PositiveIntegerListType,PositiveIntegerListSimpleType,extends
PreviousActivityAssociationType,RelatedActivityAssociationType,extends
PreviousActivityAssociationType,PreviousActivity,hasElement
PreviousActivityAssociationType,PreviousActivityAssociationAugmentationPoint,hasElement
ProgramType,ActivityType,extends
ProgramType,ProgramPerson,hasElement
ProgramType,ProgramAction,hasElement
ProgramType,ProgramCapacityQuantity,hasElement
ProgramType,ProgramCondition,hasElement
ProgramType,ProgramFacility,hasElement
ProgramType,ProgramPubliclyRunIndicator,hasElement
ProgramType,ProgramPurposeText,hasElement
ProgramType,ProgramReferral,hasElement
ProgramType,ProgramAdministrator,hasElement
ProgramType,ProgramRelease,hasElement
ProgramType,ProgramSupervisor,hasElement
ProgramType,ProgramResidentialIndicator,hasElement
ProgramType,ProgramSupervisedIndicator,hasElement
ProgramType,ProgramAugmentationPoint,hasElement
ProgressType,ActivityType,extends
ProgressType,ProgressComplianceIndicator,hasElement
ProgressType,ProgressComplianceAbstract,hasElement
ProgressType,ProgressPaymentAmount,hasElement
ProgressType,ProgressTimeQuantityText,hasElement
ProgressType,ProgressAugmentationPoint,hasElement
ProperNameTextType,TextType,extends
PublicationType,DocumentType,extends
PublicationType,PublicationAuthorText,hasElement
PublicationType,PublicationDate,hasElement
PublicationType,PublicationISBNID,hasElement
PublicationType,PublicationISSNID,hasElement
PublicationType,PublicationLibraryClassificationIdentification,hasElement
PublicationType,PublicationPageText,hasElement
PublicationType,PublicationPublisherText,hasElement
PublicationType,PublicationSubjectText,hasElement
PublicationType,PublicationTitleText,hasElement
PublicationType,PublicationAugmentationPoint,hasElement
PublicServiceType,ObjectType,extends
PublicServiceType,PublicServiceName,hasElement
PublicServiceType,PublicServiceDescriptionText,hasElement
PublicServiceType,PublicServiceCategoryAbstract,hasElement
PublicServiceType,PublicServiceLanguage,hasElement
PublicServiceType,PublicServiceWebsiteURI,hasElement
PublicServiceType,PublicServiceChannelAbstract,hasElement
PublicServiceType,PublicServiceLocation,hasElement
PublicServiceType,PublicServiceRequiredService,hasElement
PublicServiceType,PublicServiceRelatedService,hasElement
PublicServiceType,PublicServiceInputResourceDocument,hasElement
PublicServiceType,PublicServiceOutputResourceDocument,hasElement
PublicServiceType,PublicServiceRelatedLocation,hasElement
PublicServiceType,PublicServiceAvailabilitySchedule,hasElement
PublicServiceType,PublicServiceAugmentationPoint,hasElement
QuantityType,NumericType,extends
QuarterIDType,QuarterIDSimpleType,extends
RealEstateType,ItemType,extends
RealEstateType,RealEstateAcreageText,hasElement
RealEstateType,RealEstateBoundaryDescriptionText,hasElement
RealEstateType,RealEstateAttachedFacility,hasElement
RealEstateType,RealEstateAugmentationPoint,hasElement
RecommendationType,ObjectType,extends
RecommendationType,RecommendationDescriptionText,hasElement
RecommendationType,RecommendationEntity,hasElement
RecommendationType,RecommendationSubjectText,hasElement
RecommendationType,RecommendationDate,hasElement
RecommendationType,RecommendationCategoryAbstract,hasElement
RecommendationType,RecommendationComment,hasElement
RecommendationType,RecommendationText,hasElement
RecommendationType,RecommendationAugmentationPoint,hasElement
ReferralType,ActivityType,extends
ReferralType,ReferralActivity,hasElement
ReferralType,ReferralIssuer,hasElement
ReferralType,ReferralMandatoryIndicator,hasElement
ReferralType,ReferralSupervisor,hasElement
ReferralType,ReferralItem,hasElement
ReferralType,ReferralEntity,hasElement
ReferralType,ReferralPerson,hasElement
ReferralType,ReferralAugmentationPoint,hasElement
RelatedActivityAssociationType,AssociationType,extends
RelatedActivityAssociationType,Activity,hasElement
RelatedActivityAssociationType,ActivityRelationAbstract,hasElement
RelatedActivityAssociationType,RelatedActivityAssociationAugmentationPoint,hasElement
RelativeLocationHeadingType,RelativeLocationHeadingSimpleType,extends
RelativeLocationType,ObjectType,extends
RelativeLocationType,RelativeLocationDescriptionText,hasElement
RelativeLocationType,RelativeLocationDirectionAbstract,hasElement
RelativeLocationType,RelativeLocationDistanceMeasure,hasElement
RelativeLocationType,RelativeLocationHeadingValue,hasElement
RelativeLocationType,RelativeLocationReferencePoint,hasElement
RelativeLocationType,RelativeLocationAugmentationPoint,hasElement
ReleaseType,ActivityType,extends
ReleaseType,ReleasePerson,hasElement
ReleaseType,ReleaseFromLocation,hasElement
ReleaseType,ReleaseIssuer,hasElement
ReleaseType,ReleaseItem,hasElement
ReleaseType,ReleaseRecipient,hasElement
ReleaseType,ReleaseToLocation,hasElement
ReleaseType,ReleaseSupervisor,hasElement
ReleaseType,ReleaseAugmentationPoint,hasElement
ReportType,DocumentType,extends
ReportType,ReportAssignee,hasElement
ReportType,ReportCoverageDateRange,hasElement
ReportType,ReportDueDate,hasElement
ReportType,ReportFrequencyAbstract,hasElement
ReportType,ReportID,hasElement
ReportType,ReportTemplateCategoryAbstract,hasElement
ReportType,ReportAugmentationPoint,hasElement
RequestType,ObjectType,extends
RequestType,RequestContactInformation,hasElement
RequestType,RequestDate,hasElement
RequestType,RequestDecisionText,hasElement
RequestType,RequestDescriptionText,hasElement
RequestType,RequestIdentification,hasElement
RequestType,RequestText,hasElement
RequestType,RequestDecisionDate,hasElement
RequestType,RequestCategoryAbstract,hasElement
RequestType,RequestStatus,hasElement
RequestType,RequestAugmentationPoint,hasElement
ScheduleDayType,ObjectType,extends
ScheduleDayType,ScheduleActivityText,hasElement
ScheduleDayType,ScheduleDayAbstract,hasElement
ScheduleDayType,ScheduleDayStatus,hasElement
ScheduleDayType,ScheduleTimeRange,hasElement
ScheduleDayType,SchedulePerson,hasElement
ScheduleDayType,ScheduleDayStartTime,hasElement
ScheduleDayType,ScheduleDayEndTime,hasElement
ScheduleDayType,ScheduleDayAugmentationPoint,hasElement
ScheduleType,ObjectType,extends
ScheduleType,ScheduleDay,hasElement
ScheduleType,ScheduleDescriptionText,hasElement
ScheduleType,ScheduleEffectiveDateRange,hasElement
ScheduleType,ScheduleExceptionsDescriptionText,hasElement
ScheduleType,ScheduleNonStopIndicator,hasElement
ScheduleType,ScheduleStatus,hasElement
ScheduleType,ScheduleWeekAbstract,hasElement
ScheduleType,ScheduleAugmentationPoint,hasElement
SecuritiesType,ItemType,extends
SecuritiesType,SecuritiesCollectionDateRange,hasElement
SecuritiesType,SecuritiesDateSeriesAbstract,hasElement
SecuritiesType,SecuritiesDenominationAbstract,hasElement
SecuritiesType,SecuritiesCategoryAbstract,hasElement
SecuritiesType,SecuritiesIssuer,hasElement
SecuritiesType,SecuritiesAugmentationPoint,hasElement
SeparationCategoryCodeType,SeparationCategoryCodeSimpleType,extends
SiteType,ObjectType,extends
SiteType,SiteLocation,hasElement
SiteType,SiteMobileDescriptionText,hasElement
SiteType,SiteMobileIndicator,hasElement
SiteType,SiteOwnerEntity,hasElement
SiteType,SiteSpecialInformationText,hasElement
SiteType,SiteAugmentationPoint,hasElement
SoftwareComponentType,ItemType,extends
SoftwareComponentType,SoftwareComponentVersionID,hasElement
SoftwareComponentType,SoftwareComponentAugmentationPoint,hasElement
SoftwareType,ItemType,extends
SoftwareType,SoftwareName,hasElement
SoftwareType,SoftwareComponent,hasElement
SoftwareType,SoftwareDescriptionText,hasElement
SoftwareType,SoftwareVendorName,hasElement
SoftwareType,SoftwareVersionText,hasElement
SoftwareType,SoftwareAugmentationPoint,hasElement
SpeedMeasureType,MeasureType,extends
SpeedMeasureType,SpeedUnitAbstract,hasElement
SpeedMeasureType,SpeedMeasureAugmentationPoint,hasElement
StateType,ObjectType,extends
StateType,StateRepresentation,hasElement
StateType,StateAugmentationPoint,hasElement
StatusType,ObjectType,extends
StatusType,StatusAbstract,hasElement
StatusType,StatusCommentText,hasElement
StatusType,StatusDescriptionText,hasElement
StatusType,StatusIssuerIdentification,hasElement
StatusType,StatusIssuerText,hasElement
StatusType,StatusDate,hasElement
StatusType,StatusAugmentationPoint,hasElement
StreetDirectionalType,ObjectType,extends
StreetDirectionalType,StreetDirectionalRepresentation,hasElement
StreetDirectionalType,StreetDirectionalAugmentationPoint,hasElement
StreetType,ObjectType,extends
StreetType,StreetFullText,hasElement
StreetType,StreetNumberText,hasElement
StreetType,StreetPredirectional,hasElement
StreetType,StreetName,hasElement
StreetType,StreetCategoryAbstract,hasElement
StreetType,StreetPostdirectional,hasElement
StreetType,StreetExtensionText,hasElement
StreetType,StreetAugmentationPoint,hasElement
StringListType,StringListSimpleType,extends
StudentType,PersonType,extends
StudentType,StudentIdentification,hasElement
StudentType,StudentAugmentationPoint,hasElement
SubstanceMeasureType,MeasureType,extends
SubstanceMeasureType,SubstanceUnitAbstract,hasElement
SubstanceMeasureType,SubstanceMeasureAugmentationPoint,hasElement
SubstanceType,ItemType,extends
SubstanceType,SubstanceCategoryAbstract,hasElement
SubstanceType,SubstanceAbstract,hasElement
SubstanceType,SubstanceContainerDescriptionText,hasElement
SubstanceType,SubstanceQuantityMeasure,hasElement
SubstanceType,SubstanceCompositionDescriptionText,hasElement
SubstanceType,SubstanceFormAbstract,hasElement
SubstanceType,SubstanceFoundDescriptionText,hasElement
SubstanceType,SubstanceAugmentationPoint,hasElement
SupervisionType,ActivityType,extends
SupervisionType,SupervisionCurrentIndicator,hasElement
SupervisionType,SupervisionCustodyStatus,hasElement
SupervisionType,SupervisionFacility,hasElement
SupervisionType,SupervisionMandatoryIndicator,hasElement
SupervisionType,SupervisionRelease,hasElement
SupervisionType,SupervisionPerson,hasElement
SupervisionType,SupervisionPersonStatus,hasElement
SupervisionType,SupervisionSupervisor,hasElement
SupervisionType,SupervisionAugmentationPoint,hasElement
SystemAuditEventType,ActivityType,extends
SystemAuditEventType,SystemOperatingModeAbstract,hasElement
SystemAuditEventType,SystemUserNameAbstract,hasElement
SystemAuditEventType,SystemAuditEventAugmentationPoint,hasElement
SystemIdentificationType,IdentificationType,extends
SystemIdentificationType,SystemName,hasElement
SystemIdentificationType,SystemIdentificationAugmentationPoint,hasElement
TaskType,ObjectType,extends
TaskType,TaskAssignedDate,hasElement
TaskType,TaskAssignedEntity,hasElement
TaskType,TaskCompletedIndicator,hasElement
TaskType,TaskCompletedPercent,hasElement
TaskType,TaskDescriptionText,hasElement
TaskType,TaskDueDate,hasElement
TaskType,TaskEndDate,hasElement
TaskType,TaskFunctionAbstract,hasElement
TaskType,TaskID,hasElement
TaskType,TaskLocation,hasElement
TaskType,TaskName,hasElement
TaskType,TaskOutcomeDescriptionText,hasElement
TaskType,TaskStartDate,hasElement
TaskType,TaskStatus,hasElement
TaskType,TaskSuccessCriteriaText,hasElement
TaskType,TaskAugmentationPoint,hasElement
TelecommunicationDeviceSIMCardAssociationType,AssociationType,extends
TelecommunicationDeviceSIMCardAssociationType,TelecommunicationDevice,hasElement
TelecommunicationDeviceSIMCardAssociationType,SIMCard,hasElement
TelecommunicationDeviceSIMCardAssociationType,TelecommunicationDeviceSIMCardAssociationAugmentationPoint,hasElement
TelephoneNumberType,ObjectType,extends
TelephoneNumberType,TelephoneNumberAbstract,hasElement
TelephoneNumberType,TelephoneNumberCategoryAbstract,hasElement
TelephoneNumberType,TelephoneNumberDescriptionText,hasElement
TelephoneNumberType,TelephoneNumberAugmentationPoint,hasElement
TemperatureMeasureType,MeasureType,extends
TemperatureMeasureType,TemperatureUnitAbstract,hasElement
TemperatureMeasureType,TemperatureMeasureAugmentationPoint,hasElement
TextType,string,extends
TimeMeasureType,MeasureType,extends
TimeMeasureType,TimeUnitAbstract,hasElement
TimeMeasureType,TimeMeasureAugmentationPoint,hasElement
TimeRangeType,ObjectType,extends
TimeRangeType,BeginTime,hasElement
TimeRangeType,EndTime,hasElement
TimeRangeType,TimeRangeAugmentationPoint,hasElement
TokenListType,TokenListSimpleType,extends
TransportationAssociationType,AssociationType,extends
TransportationAssociationType,Conveyance,hasElement
TransportationAssociationType,ConveyedItem,hasElement
TransportationAssociationType,ConveyanceOperator,hasElement
TransportationAssociationType,ConveyedPerson,hasElement
TransportationAssociationType,ConveyancePassengerQuantity,hasElement
TransportationAssociationType,TransportationAssociationAugmentationPoint,hasElement
TreatmentType,ActivityType,extends
TreatmentType,TreatmentText,hasElement
TreatmentType,TreatmentProvider,hasElement
TreatmentType,Person,hasElement
TreatmentType,TreatmentAugmentationPoint,hasElement
UnsignedIntegerRangeType,ObjectType,extends
UnsignedIntegerRangeType,RangeMaximumUnsignedIntegerValue,hasElement
UnsignedIntegerRangeType,RangeMinimumUnsignedIntegerValue,hasElement
UnsignedIntegerRangeType,UnsignedIntegerRangeAugmentationPoint,hasElement
UTMCoordinateType,UTMCoordinateSimpleType,extends
VehicleType,ConveyanceType,extends
VehicleType,VehicleCMVIndicator,hasElement
VehicleType,VehicleColorInteriorAbstract,hasElement
VehicleType,VehicleDoorQuantity,hasElement
VehicleType,VehicleIdentification,hasElement
VehicleType,VehicleMakeAbstract,hasElement
VehicleType,VehicleModelAbstract,hasElement
VehicleType,VehicleMSRPAmount,hasElement
VehicleType,VehicleOdometerReadingMeasure,hasElement
VehicleType,VehiclePassengerSafeQuantity,hasElement
VehicleType,VehicleSeatingQuantity,hasElement
VehicleType,VehicleTransmissionCategoryAbstract,hasElement
VehicleType,VehicleAxleQuantity,hasElement
VehicleType,VehicleCurrentWeightMeasure,hasElement
VehicleType,VehicleGrossLadenSumWeightMeasure,hasElement
VehicleType,VehicleGrossLadenUnitWeightMeasure,hasElement
VehicleType,VehicleMaximumLoadWeightMeasure,hasElement
VehicleType,VehicleUnladenWeightMeasure,hasElement
VehicleType,VehicleAugmentationPoint,hasElement
VelocityMeasureType,SpeedMeasureType,extends
VelocityMeasureType,Bearing,hasElement
VelocityMeasureType,VelocityMeasureAugmentationPoint,hasElement
VesselType,ConveyanceType,extends
VesselType,VesselMakeAbstract,hasElement
VesselType,VesselCategoryAbstract,hasElement
VesselType,VesselHullIdentification,hasElement
VesselType,VesselHullMaterialAbstract,hasElement
VesselType,VesselHullShapeAbstract,hasElement
VesselType,VesselPropulsionAbstract,hasElement
VesselType,VesselTrailer,hasElement
VesselType,VesselAugmentationPoint,hasElement
VolumeMeasureType,MeasureType,extends
VolumeMeasureType,VolumeUnitAbstract,hasElement
VolumeMeasureType,VolumeMeasureAugmentationPoint,hasElement
WeaponType,ItemType,extends
WeaponType,WeaponUser,hasElement
WeaponType,WeaponInvolvedInActivity,hasElement
WeaponType,WeaponUsageAbstract,hasElement
WeaponType,WeaponAugmentationPoint,hasElement
WeightMeasureType,MeasureType,extends
WeightMeasureType,WeightUnitAbstract,hasElement
WeightMeasureType,WeightMeasureAugmentationPoint,hasElement
YesNoUnknownCodeType,YesNoUnknownCodeSimpleType,extends
ZuluDateTimeType,ZuluDateTimeSimpleType,extends
AcquaintanceAssociation,PersonAssociationType,typedBy
Activity,ActivityType,typedBy
ActivityActualDuration,duration,typedBy
ActivityAdministratorOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityAdministratorPersonAssociation,ActivityPersonAssociationType,typedBy
ActivityApprovedIndicator,boolean,typedBy
ActivityAssignedDate,DateType,typedBy
ActivityBillRecipientOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityBillRecipientPersonAssociation,ActivityPersonAssociationType,typedBy
ActivityCapacityQuantity,QuantityType,typedBy
ActivityCategoryText,TextType,typedBy
ActivityCategoryText,ActivityCategoryAbstract,substitutionGroup
ActivityComment,CommentType,typedBy
ActivityCompletedIndicator,boolean,typedBy
ActivityContactEntity,EntityType,typedBy
ActivityConveyanceAssociation,ActivityConveyanceAssociationType,typedBy
ActivityDate,DateType,typedBy
ActivityDescriptionText,TextType,typedBy
ActivityDisposition,DispositionType,typedBy
ActivityDocumentAssociation,ActivityDocumentAssociationType,typedBy
ActivityDueDate,DateType,typedBy
ActivityEffectiveDate,DateType,typedBy
ActivityEstimatedDuration,duration,typedBy
ActivityFacilityAssociation,ActivityFacilityAssociationType,typedBy
ActivityFrequencyText,TextType,typedBy
ActivityIdentification,IdentificationType,typedBy
ActivityInformationAbstracterOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityInformationClearerOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityInvolvedOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityInvolvementText,TextType,typedBy
ActivityInvolvementText,ActivityInvolvementAbstract,substitutionGroup
ActivityItemAssociation,ActivityItemAssociationType,typedBy
ActivityLocation,LocationType,typedBy
ActivityName,TextType,typedBy
ActivityNarrative,CommentType,typedBy
ActivityPersonAssociation,ActivityPersonAssociationType,typedBy
ActivityPrescribedDuration,duration,typedBy
ActivityPrimaryOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityReasonText,TextType,typedBy
ActivityReasonText,ActivityReasonAbstract,substitutionGroup
ActivityRelationText,TextType,typedBy
ActivityRelationText,ActivityRelationAbstract,substitutionGroup
ActivityReportedDate,DateType,typedBy
ActivityReportingOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityRequestedDate,DateType,typedBy
ActivityResponsibleOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivityScheduleAssociation,ActivityScheduleAssociationType,typedBy
ActivityScheduledDate,DateType,typedBy
ActivitySequenceNumeric,NumericType,typedBy
ActivitySiteAssociation,ActivitySiteAssociationType,typedBy
ActivityStatus,StatusType,typedBy
ActivitySupervisorOrganizationAssociation,ActivityOrganizationAssociationType,typedBy
ActivitySupervisorPersonAssociation,ActivityPersonAssociationType,typedBy
ActivityVerifiedDate,DateType,typedBy
Address,AddressType,typedBy
Address,LocationAddressAbstract,substitutionGroup
AddressBuildingName,TextType,typedBy
AddressBuildingName,AddressDeliveryPointAbstract,substitutionGroup
AddressCategoryCode,AddressCategoryCodeType,typedBy
AddressCategoryCode,AddressCategoryAbstract,substitutionGroup
AddressCategoryText,TextType,typedBy
AddressCategoryText,AddressCategoryAbstract,substitutionGroup
AddressCityName,ProperNameTextType,typedBy
AddressCountry,CountryType,typedBy
AddressCountyName,ProperNameTextType,typedBy
AddressCountyName,AddressCountyAbstract,substitutionGroup
AddressCrossStreet,CrossStreetType,typedBy
AddressCrossStreet,LocationAddressAbstract,substitutionGroup
AddressDeliveryPointID,string,typedBy
AddressDeliveryPointID,AddressDeliveryPointAbstract,substitutionGroup
AddressDeliveryPointText,TextType,typedBy
AddressDeliveryPointText,AddressDeliveryPointAbstract,substitutionGroup
AddressFullText,TextType,typedBy
AddressGrid,AddressGridType,typedBy
AddressGrid,LocationAddressAbstract,substitutionGroup
AddressGridID,string,typedBy
AddressGridText,TextType,typedBy
AddressHighway,HighwayType,typedBy
AddressHighway,LocationAddressAbstract,substitutionGroup
AddressPostalCode,string,typedBy
AddressPostalExtensionCode,string,typedBy
AddressPrivateMailboxText,TextType,typedBy
AddressRecipientName,TextType,typedBy
AddressRouteName,TextType,typedBy
AddressRouteName,AddressDeliveryPointAbstract,substitutionGroup
AddressSecondaryUnitText,TextType,typedBy
AddressState,StateType,typedBy
